id	initL	initR	finalL	finalR	message (DEL=deleted NOC=no change MOD=modified)
1778	0	2312	0	2269	MOD	skipped 0 overlaps; used 27 overlaps
1779	0	12907	0	12881	MOD	skipped 0 overlaps; used 52 overlaps
1780	0	1254	18	1253	MOD	skipped 0 overlaps; used 21 overlaps
1781	0	1244	0	1233	MOD	skipped 0 overlaps; used 21 overlaps
1782	0	1273	26	1254	MOD	skipped 0 overlaps; used 21 overlaps
1783	0	19815	533	19768	MOD	skipped 0 overlaps; used 39 overlaps
1784	0	0	0	0	NOV
1785	0	15900	811	15888	MOD	skipped 0 overlaps; used 38 overlaps
1786	0	1072	14	1012	DEL	skipped 0 overlaps; used 17 overlaps
1787	0	3538	33	3538	MOD	skipped 0 overlaps; used 23 overlaps
1788	0	9007	104	8945	MOD	skipped 0 overlaps; used 27 overlaps
1789	0	13804	124	13726	MOD	skipped 0 overlaps; used 152 overlaps
1790	0	3822	0	3822	NOV
1791	0	8837	3	8829	MOD	skipped 0 overlaps; used 29 overlaps
1792	0	10075	504	10014	MOD	skipped 0 overlaps; used 25 overlaps
1793	0	9444	101	9443	MOD	skipped 0 overlaps; used 31 overlaps
1794	0	10414	91	10386	MOD	skipped 0 overlaps; used 45 overlaps
1795	0	3094	0	3090	MOD	skipped 0 overlaps; used 34 overlaps
1796	0	8346	8	8334	MOD	skipped 0 overlaps; used 35 overlaps
1797	0	25710	0	25710	NOV
1798	0	2545	167	2544	MOD	skipped 0 overlaps; used 21 overlaps
1799	0	18066	31	18066	MOD	skipped 0 overlaps; used 39 overlaps
1800	0	14611	4	14515	MOD	skipped 0 overlaps; used 45 overlaps
1801	0	2115	645	1452	DEL	skipped 0 overlaps; used 19 overlaps
1802	0	1904	604	1745	MOD	skipped 0 overlaps; used 8 overlaps
1803	0	10881	14	9390	MOD	skipped 0 overlaps; used 135 overlaps
1804	0	7688	0	7687	MOD	skipped 0 overlaps; used 205 overlaps
1805	0	18397	320	18396	MOD	skipped 0 overlaps; used 64 overlaps
1806	0	1155	0	1150	MOD	skipped 0 overlaps; used 23 overlaps
1807	0	17371	314	17343	MOD	skipped 0 overlaps; used 61 overlaps
1808	0	6227	477	5665	MOD	skipped 0 overlaps; used 10 overlaps
1809	0	10357	163	10347	MOD	skipped 0 overlaps; used 26 overlaps
1810	0	1606	0	1591	MOD	skipped 0 overlaps; used 21 overlaps
1811	0	1622	0	1622	NOC	skipped 0 overlaps; used 21 overlaps
1812	0	1668	0	1605	MOD	skipped 0 overlaps; used 21 overlaps
1813	0	26266	187	26259	MOD	skipped 0 overlaps; used 150 overlaps
1814	0	6171	6	3749	MOD	skipped 0 overlaps; used 19 overlaps
1815	0	976	76	975	DEL	skipped 0 overlaps; used 12 overlaps
1816	0	6367	0	6367	NOV
1817	0	8894	0	8894	NOC	skipped 0 overlaps; used 34 overlaps
1818	0	1097	0	1097	NOV
1819	0	9533	17	9532	MOD	skipped 0 overlaps; used 26 overlaps
1820	0	10208	266	10163	MOD	skipped 0 overlaps; used 25 overlaps
1821	0	13975	43	13975	MOD	skipped 0 overlaps; used 50 overlaps
1822	0	24452	92	24420	MOD	skipped 0 overlaps; used 70 overlaps
1823	0	2631	8	2620	MOD	skipped 0 overlaps; used 195 overlaps
1824	0	2618	0	2617	MOD	skipped 0 overlaps; used 195 overlaps
1825	0	2632	11	2613	MOD	skipped 0 overlaps; used 195 overlaps
1826	0	2596	0	2595	MOD	skipped 0 overlaps; used 195 overlaps
1827	0	17853	169	17782	MOD	skipped 0 overlaps; used 47 overlaps
1828	0	4124	11	4108	MOD	skipped 0 overlaps; used 20 overlaps
1829	0	0	0	0	NOV
1830	0	7388	827	7178	MOD	skipped 0 overlaps; used 26 overlaps
1831	0	1653	7	1652	MOD	skipped 0 overlaps; used 14 overlaps
1832	0	26730	359	26729	MOD	skipped 0 overlaps; used 56 overlaps
1833	0	16314	27	16314	MOD	skipped 0 overlaps; used 66 overlaps
1834	0	8506	11	7357	MOD	skipped 0 overlaps; used 31 overlaps
1835	0	7871	0	7843	MOD	skipped 0 overlaps; used 22 overlaps
1836	0	2971	3	2970	MOD	skipped 0 overlaps; used 19 overlaps
1837	0	2130	304	2099	MOD	skipped 0 overlaps; used 15 overlaps
1838	0	18412	528	18412	MOD	skipped 0 overlaps; used 44 overlaps
1839	0	10369	4789	10367	MOD	skipped 0 overlaps; used 214 overlaps
1840	0	7294	159	6538	MOD	skipped 0 overlaps; used 24 overlaps
1841	0	7252	18	6464	MOD	skipped 0 overlaps; used 24 overlaps
1842	0	2115	0	2077	MOD	skipped 0 overlaps; used 14 overlaps
1843	0	2106	75	2104	MOD	skipped 0 overlaps; used 14 overlaps
1844	0	5476	16	5421	MOD	skipped 0 overlaps; used 15 overlaps
1845	0	10646	212	10635	MOD	skipped 0 overlaps; used 25 overlaps
1846	0	25067	1	25067	MOD	skipped 0 overlaps; used 78 overlaps
1847	0	2009	0	2002	MOD	skipped 0 overlaps; used 17 overlaps
1848	0	1846	0	1827	MOD	skipped 0 overlaps; used 106 overlaps
1849	0	1854	11	1854	MOD	skipped 0 overlaps; used 107 overlaps
1850	0	1850	13	1850	MOD	skipped 0 overlaps; used 105 overlaps
1851	0	1849	11	1848	MOD	skipped 0 overlaps; used 107 overlaps
1852	0	1840	0	1840	NOV
1853	0	1835	0	1826	MOD	skipped 0 overlaps; used 102 overlaps
1854	0	1841	24	1839	MOD	skipped 0 overlaps; used 107 overlaps
1855	0	0	0	0	NOV
1856	0	13034	0	13034	NOV
1857	0	8219	238	8192	MOD	skipped 0 overlaps; used 30 overlaps
1858	0	14043	169	14016	MOD	skipped 0 overlaps; used 43 overlaps
1859	0	6495	184	6483	MOD	skipped 0 overlaps; used 27 overlaps
1860	0	6053	0	6053	NOV
1861	0	15974	157	15943	MOD	skipped 0 overlaps; used 44 overlaps
1862	0	16903	0	16903	NOV
1863	0	2971	21	2891	MOD	skipped 0 overlaps; used 17 overlaps
1864	0	5614	16	5608	MOD	skipped 0 overlaps; used 30 overlaps
1865	0	9386	0	9385	MOD	skipped 0 overlaps; used 38 overlaps
1866	0	9360	6	9355	MOD	skipped 0 overlaps; used 34 overlaps
1867	0	7480	0	7480	NOC	skipped 0 overlaps; used 32 overlaps
1868	0	1550	0	1531	MOD	skipped 0 overlaps; used 15 overlaps
1869	0	18658	0	18658	NOC	skipped 0 overlaps; used 48 overlaps
1870	0	3279	20	3250	MOD	skipped 0 overlaps; used 17 overlaps
1871	0	3282	18	3265	MOD	skipped 0 overlaps; used 17 overlaps
1872	0	4162	200	4150	MOD	skipped 0 overlaps; used 12 overlaps
1873	0	7889	749	7875	MOD	skipped 0 overlaps; used 21 overlaps
1874	0	14920	27	14906	MOD	skipped 0 overlaps; used 47 overlaps
1875	0	10555	68	10549	MOD	skipped 0 overlaps; used 33 overlaps
1876	0	14144	14	14143	MOD	skipped 0 overlaps; used 33 overlaps
1877	0	11851	20	11828	MOD	skipped 0 overlaps; used 29 overlaps
1878	0	3529	14	1345	MOD	skipped 0 overlaps; used 17 overlaps
1879	0	4586	0	4562	MOD	skipped 0 overlaps; used 33 overlaps
1880	0	8260	16	8259	MOD	skipped 0 overlaps; used 33 overlaps
1881	0	3533	31	3474	MOD	skipped 0 overlaps; used 25 overlaps
1882	0	24800	321	24774	MOD	skipped 0 overlaps; used 51 overlaps
1883	0	3091	6	3091	MOD	skipped 0 overlaps; used 18 overlaps
1884	0	2725	93	2030	MOD	skipped 0 overlaps; used 11 overlaps
1885	0	8921	40	8920	MOD	skipped 0 overlaps; used 33 overlaps
1886	0	11812	162	11796	MOD	skipped 0 overlaps; used 168 overlaps
1887	0	7784	308	7784	MOD	skipped 0 overlaps; used 28 overlaps
1888	0	3062	211	3030	MOD	skipped 0 overlaps; used 25 overlaps
1889	0	5828	24	5828	MOD	skipped 0 overlaps; used 63 overlaps
1890	0	15032	105	15003	MOD	skipped 0 overlaps; used 30 overlaps
1891	0	21062	135	21036	MOD	skipped 0 overlaps; used 48 overlaps
1892	0	2261	411	2261	MOD	skipped 0 overlaps; used 20 overlaps
1893	0	2561	230	2547	MOD	skipped 0 overlaps; used 26 overlaps
1894	0	1390	8	1365	MOD	skipped 0 overlaps; used 14 overlaps
1895	0	2011	6	2011	MOD	skipped 0 overlaps; used 18 overlaps
1896	0	14850	7	14832	MOD	skipped 0 overlaps; used 36 overlaps
1897	0	3584	113	3579	MOD	skipped 0 overlaps; used 20 overlaps
1898	0	5618	0	5502	MOD	skipped 0 overlaps; used 30 overlaps
1899	0	18591	269	18590	MOD	skipped 0 overlaps; used 56 overlaps
1900	0	19101	2880	19100	MOD	skipped 0 overlaps; used 56 overlaps
1901	0	8051	65	8010	MOD	skipped 0 overlaps; used 30 overlaps
1902	0	17174	0	16946	MOD	skipped 0 overlaps; used 173 overlaps
1903	0	3468	0	3454	MOD	skipped 0 overlaps; used 21 overlaps
1904	0	8423	0	8423	NOV
1905	0	10528	101	10527	MOD	skipped 0 overlaps; used 15 overlaps
1906	0	17463	0	17463	NOV
1907	0	1094	0	1094	NOV
1908	0	1219	0	1219	NOV
1909	0	1460	0	1460	NOV
1910	0	1646	0	1646	NOV
1911	0	3957	0	3883	MOD	skipped 0 overlaps; used 19 overlaps
1912	0	2035	19	2034	MOD	skipped 0 overlaps; used 18 overlaps
1913	0	12775	0	12775	NOC	skipped 0 overlaps; used 30 overlaps
1914	0	5578	87	5563	MOD	skipped 0 overlaps; used 23 overlaps
1915	0	11760	16	7584	MOD	skipped 0 overlaps; used 29 overlaps
1916	0	9262	243	3982	MOD	skipped 0 overlaps; used 27 overlaps
1917	0	19653	91	19653	MOD	skipped 0 overlaps; used 82 overlaps
1918	0	5399	24	5365	MOD	skipped 0 overlaps; used 7 overlaps
1919	0	21839	0	21839	NOV
1920	0	4188	152	4139	MOD	skipped 0 overlaps; used 19 overlaps
1921	0	29417	104	29417	MOD	skipped 0 overlaps; used 72 overlaps
1922	0	4539	19	4523	MOD	skipped 0 overlaps; used 22 overlaps
1923	0	9746	262	9635	MOD	skipped 0 overlaps; used 27 overlaps
1924	0	8890	0	8890	NOC	skipped 0 overlaps; used 36 overlaps
1925	0	14796	40	14786	MOD	skipped 0 overlaps; used 139 overlaps
1926	0	4379	9	4378	MOD	skipped 0 overlaps; used 32 overlaps
1927	0	4322	0	4315	MOD	skipped 0 overlaps; used 32 overlaps
1928	0	1535	0	1473	MOD	skipped 0 overlaps; used 24 overlaps
1929	0	12980	380	12954	MOD	skipped 0 overlaps; used 148 overlaps
1930	0	21914	454	21913	MOD	skipped 0 overlaps; used 144 overlaps
1931	0	34317	0	34317	NOV
1932	0	4299	446	4298	MOD	skipped 0 overlaps; used 13 overlaps
1933	0	1615	83	1499	MOD	skipped 0 overlaps; used 17 overlaps
1934	0	16961	0	16920	MOD	skipped 0 overlaps; used 221 overlaps
1935	0	20292	205	20272	MOD	skipped 0 overlaps; used 51 overlaps
1936	0	14243	328	14178	MOD	skipped 0 overlaps; used 41 overlaps
1937	0	10621	5988	10544	MOD	skipped 0 overlaps; used 25 overlaps
1938	0	14121	2517	14115	MOD	skipped 0 overlaps; used 77 overlaps
1939	0	0	0	0	NOV
1940	0	6597	48	6591	MOD	skipped 0 overlaps; used 22 overlaps
1941	0	10749	8	10690	MOD	skipped 0 overlaps; used 49 overlaps
1942	0	5866	27	5850	MOD	skipped 0 overlaps; used 27 overlaps
1943	0	4940	16	4915	MOD	skipped 0 overlaps; used 22 overlaps
1944	0	22455	14540	22450	MOD	skipped 0 overlaps; used 35 overlaps
1945	0	15887	100	15868	MOD	skipped 0 overlaps; used 214 overlaps
1946	0	3747	16	3746	MOD	skipped 0 overlaps; used 20 overlaps
1947	0	7171	4	7170	MOD	skipped 0 overlaps; used 16 overlaps
1948	0	23845	1	23804	MOD	skipped 0 overlaps; used 72 overlaps
1949	0	2442	167	2146	MOD	skipped 0 overlaps; used 14 overlaps
1950	0	3476	116	3465	MOD	skipped 0 overlaps; used 19 overlaps
1951	0	3788	37	3782	MOD	skipped 0 overlaps; used 18 overlaps
1952	0	9595	61	9584	MOD	skipped 0 overlaps; used 34 overlaps
1953	0	3932	509	3921	MOD	skipped 0 overlaps; used 17 overlaps
1954	0	1486	164	1473	MOD	skipped 0 overlaps; used 14 overlaps
1955	0	1457	72	1296	MOD	skipped 0 overlaps; used 14 overlaps
1956	0	11700	35	8994	MOD	skipped 0 overlaps; used 33 overlaps
1957	0	2219	9	2086	MOD	skipped 0 overlaps; used 20 overlaps
1958	0	2221	7	2198	MOD	skipped 0 overlaps; used 21 overlaps
1959	0	7365	42	7353	MOD	skipped 0 overlaps; used 25 overlaps
1960	0	7299	0	7298	MOD	skipped 0 overlaps; used 25 overlaps
1961	0	1136	20	1135	MOD	skipped 0 overlaps; used 21 overlaps
1962	0	16335	128	16324	MOD	skipped 0 overlaps; used 45 overlaps
1963	0	1958	36	1929	MOD	skipped 0 overlaps; used 19 overlaps
1964	0	1938	0	1937	MOD	skipped 0 overlaps; used 20 overlaps
1965	0	1021	18	1018	MOD	skipped 0 overlaps; used 15 overlaps
1966	0	17510	10	17509	MOD	skipped 0 overlaps; used 45 overlaps
1967	0	8764	404	8756	MOD	skipped 0 overlaps; used 42 overlaps
1968	0	8113	122	8112	MOD	skipped 0 overlaps; used 23 overlaps
1969	0	4524	81	4524	MOD	skipped 0 overlaps; used 28 overlaps
1970	0	3543	7	3542	MOD	skipped 0 overlaps; used 26 overlaps
1971	0	4932	33	4920	MOD	skipped 0 overlaps; used 29 overlaps
1972	0	9511	0	7278	MOD	skipped 0 overlaps; used 51 overlaps
1973	0	3907	252	3900	MOD	skipped 0 overlaps; used 28 overlaps
1974	0	8997	64	8996	MOD	skipped 0 overlaps; used 18 overlaps
1975	0	2535	475	2519	MOD	skipped 0 overlaps; used 25 overlaps
1976	0	11038	0	11037	MOD	skipped 0 overlaps; used 78 overlaps
1977	0	14217	292	14169	MOD	skipped 0 overlaps; used 36 overlaps
1978	0	2605	37	2605	MOD	skipped 0 overlaps; used 27 overlaps
1979	0	1215	0	1215	NOV
1980	0	2743	273	2675	MOD	skipped 0 overlaps; used 25 overlaps
1981	0	30977	4	30970	MOD	skipped 0 overlaps; used 65 overlaps
1982	0	9593	0	9592	MOD	skipped 0 overlaps; used 166 overlaps
1983	0	3966	127	3905	MOD	skipped 0 overlaps; used 13 overlaps
1984	0	2739	11	2732	MOD	skipped 0 overlaps; used 24 overlaps
1985	0	0	0	0	NOV
1986	0	4177	0	4177	NOV
1987	0	16069	0	15991	MOD	skipped 0 overlaps; used 50 overlaps
1988	0	1960	187	1885	MOD	skipped 0 overlaps; used 14 overlaps
1989	0	3118	904	1608	DEL	skipped 0 overlaps; used 6 overlaps
1990	0	13667	516	13645	MOD	skipped 0 overlaps; used 27 overlaps
1991	0	6201	0	6200	MOD	skipped 0 overlaps; used 208 overlaps
1992	0	9346	2793	8808	MOD	skipped 0 overlaps; used 16 overlaps
1993	0	3046	37	3045	MOD	skipped 0 overlaps; used 28 overlaps
1994	0	2389	0	2389	NOV
1995	0	10101	467	10039	MOD	skipped 0 overlaps; used 26 overlaps
1996	0	7592	183	7591	MOD	skipped 0 overlaps; used 23 overlaps
1997	0	2305	546	2216	MOD	skipped 0 overlaps; used 22 overlaps
1998	0	1744	2	1744	MOD	skipped 0 overlaps; used 26 overlaps
1999	0	1668	0	1667	MOD	skipped 0 overlaps; used 26 overlaps
2000	0	1766	28	1759	MOD	skipped 0 overlaps; used 29 overlaps
2001	0	1163	17	1145	MOD	skipped 0 overlaps; used 26 overlaps
2002	0	16701	6	16669	MOD	skipped 0 overlaps; used 44 overlaps
2003	0	2312	690	2311	MOD	skipped 0 overlaps; used 21 overlaps
2004	0	4560	0	4560	NOC	skipped 0 overlaps; used 27 overlaps
2005	0	1369	25	1333	MOD	skipped 0 overlaps; used 26 overlaps
2006	0	0	0	0	NOV
2007	0	31899	17	5945	MOD	skipped 0 overlaps; used 44 overlaps
2008	0	6675	80	1672	MOD	skipped 0 overlaps; used 16 overlaps
2009	0	13731	152	13730	MOD	skipped 0 overlaps; used 169 overlaps
2010	0	12416	86	12403	MOD	skipped 0 overlaps; used 42 overlaps
2011	0	4452	175	4432	MOD	skipped 0 overlaps; used 27 overlaps
2012	0	18506	65	18505	MOD	skipped 0 overlaps; used 50 overlaps
2013	0	9034	26	5678	MOD	skipped 0 overlaps; used 62 overlaps
2014	0	10198	137	10185	MOD	skipped 0 overlaps; used 28 overlaps
2015	0	10567	307	10542	MOD	skipped 0 overlaps; used 27 overlaps
2016	0	18052	454	18029	MOD	skipped 0 overlaps; used 39 overlaps
2017	0	6033	14	5879	MOD	skipped 0 overlaps; used 30 overlaps
2018	0	9528	190	9494	MOD	skipped 0 overlaps; used 34 overlaps
2019	0	12382	71	12357	MOD	skipped 0 overlaps; used 37 overlaps
2020	0	17402	16	17381	MOD	skipped 0 overlaps; used 57 overlaps
2021	0	0	0	0	NOV
2022	0	18190	291	18174	MOD	skipped 0 overlaps; used 46 overlaps
2023	0	17087	42	17068	MOD	skipped 0 overlaps; used 49 overlaps
2024	0	20477	37	20477	MOD	skipped 0 overlaps; used 57 overlaps
2025	0	2298	13	2050	MOD	skipped 0 overlaps; used 26 overlaps
2026	0	23464	0	23456	MOD	skipped 0 overlaps; used 53 overlaps
2027	0	2402	6	2383	MOD	skipped 0 overlaps; used 20 overlaps
2028	0	8702	0	8680	MOD	skipped 0 overlaps; used 48 overlaps
2029	0	2191	0	1841	MOD	skipped 0 overlaps; used 21 overlaps
2030	0	7129	0	7124	MOD	skipped 0 overlaps; used 34 overlaps
2031	0	10357	64	10355	MOD	skipped 0 overlaps; used 33 overlaps
2032	0	7139	16	7138	MOD	skipped 0 overlaps; used 41 overlaps
2033	0	6509	36	6482	MOD	skipped 0 overlaps; used 14 overlaps
2034	0	11965	41	11949	MOD	skipped 0 overlaps; used 29 overlaps
2035	0	5565	94	5540	MOD	skipped 0 overlaps; used 33 overlaps
2036	0	3591	55	3590	MOD	skipped 0 overlaps; used 20 overlaps
2037	0	2586	289	2463	MOD	skipped 0 overlaps; used 17 overlaps
2038	0	10311	80	10296	MOD	skipped 0 overlaps; used 38 overlaps
2039	0	3624	220	1792	MOD	skipped 0 overlaps; used 8 overlaps
2040	0	13667	23	13572	MOD	skipped 0 overlaps; used 47 overlaps
2041	0	1619	0	1619	NOV
2042	0	1049	0	1049	NOV
2043	0	2464	284	2357	MOD	skipped 0 overlaps; used 18 overlaps
2044	0	4206	85	4188	MOD	skipped 0 overlaps; used 21 overlaps
2045	0	6898	184	6897	MOD	skipped 0 overlaps; used 24 overlaps
2046	0	1368	2	1283	MOD	skipped 0 overlaps; used 14 overlaps
2047	0	1604	0	1604	NOV
2048	0	1447	0	1447	NOV
2049	0	1483	0	1483	NOV
2050	0	1503	0	1503	NOV
2051	0	8852	128	8848	MOD	skipped 0 overlaps; used 21 overlaps
2052	0	0	0	0	NOV
2053	0	6915	21	6914	MOD	skipped 0 overlaps; used 57 overlaps
2054	0	16383	1369	16326	MOD	skipped 0 overlaps; used 40 overlaps
2055	0	10301	256	10300	MOD	skipped 0 overlaps; used 31 overlaps
2056	0	5176	0	5173	MOD	skipped 0 overlaps; used 23 overlaps
2057	0	22082	268	22034	MOD	skipped 0 overlaps; used 50 overlaps
2058	0	4909	310	4759	MOD	skipped 0 overlaps; used 17 overlaps
2059	0	13279	617	7728	MOD	skipped 0 overlaps; used 36 overlaps
2060	0	9903	0	9790	MOD	skipped 0 overlaps; used 31 overlaps
2061	0	2032	0	2032	NOV
2062	0	9096	0	5424	MOD	skipped 0 overlaps; used 40 overlaps
2063	0	14271	185	14228	MOD	skipped 0 overlaps; used 41 overlaps
2064	0	2244	0	2244	NOV
2065	0	19613	95	19610	MOD	skipped 0 overlaps; used 37 overlaps
2066	0	19886	0	19886	NOV
2067	0	10830	2836	10683	MOD	skipped 0 overlaps; used 29 overlaps
2068	0	11966	0	11948	MOD	skipped 0 overlaps; used 32 overlaps
2069	0	14808	7	14807	MOD	skipped 0 overlaps; used 43 overlaps
2070	0	3006	16	3006	MOD	skipped 0 overlaps; used 23 overlaps
2071	0	9538	0	9537	MOD	skipped 0 overlaps; used 36 overlaps
2072	0	2363	1	2345	MOD	skipped 0 overlaps; used 22 overlaps
2073	0	20449	4905	20402	MOD	skipped 0 overlaps; used 49 overlaps
2074	0	2277	40	2264	MOD	skipped 0 overlaps; used 17 overlaps
2075	0	5945	22	4898	MOD	skipped 0 overlaps; used 21 overlaps
2076	0	8979	0	8969	MOD	skipped 0 overlaps; used 32 overlaps
2077	0	9582	5	9581	MOD	skipped 0 overlaps; used 39 overlaps
2078	0	13900	9	13884	MOD	skipped 0 overlaps; used 41 overlaps
2079	0	12900	4666	8887	MOD	skipped 0 overlaps; used 128 overlaps
2080	0	5687	0	5687	NOV
2081	0	0	0	0	NOV
2082	0	8233	0	8233	NOV
2083	0	3537	118	3521	MOD	skipped 0 overlaps; used 28 overlaps
2084	0	3006	28	3000	MOD	skipped 0 overlaps; used 16 overlaps
2085	0	7955	921	7925	MOD	skipped 0 overlaps; used 19 overlaps
2086	0	5596	0	5596	NOC	skipped 0 overlaps; used 32 overlaps
2087	0	17492	196	17481	MOD	skipped 0 overlaps; used 164 overlaps
2088	0	11208	140	10745	MOD	skipped 0 overlaps; used 37 overlaps
2089	0	17291	393	17290	MOD	skipped 0 overlaps; used 141 overlaps
2090	0	0	0	0	NOV
2091	0	6026	4	6025	MOD	skipped 0 overlaps; used 23 overlaps
2092	0	6474	384	5173	MOD	skipped 0 overlaps; used 25 overlaps
2093	0	4637	28	4257	MOD	skipped 0 overlaps; used 19 overlaps
2094	0	2006	0	1996	MOD	skipped 0 overlaps; used 18 overlaps
2095	0	1431	22	1426	MOD	skipped 0 overlaps; used 17 overlaps
2096	0	2131	256	2131	MOD	skipped 0 overlaps; used 24 overlaps
2097	0	2004	22	2004	MOD	skipped 0 overlaps; used 25 overlaps
2098	0	2007	8	1990	MOD	skipped 0 overlaps; used 25 overlaps
2099	0	1995	0	1994	MOD	skipped 0 overlaps; used 25 overlaps
2100	0	3658	13	3651	MOD	skipped 0 overlaps; used 27 overlaps
2101	0	11910	0	11893	MOD	skipped 0 overlaps; used 36 overlaps
2102	0	3805	2	3802	MOD	skipped 0 overlaps; used 24 overlaps
2103	0	1322	0	1312	MOD	skipped 0 overlaps; used 18 overlaps
2104	0	2746	728	2735	MOD	skipped 0 overlaps; used 29 overlaps
2105	0	4624	0	4624	NOV
2106	0	6959	299	6958	MOD	skipped 0 overlaps; used 19 overlaps
2107	0	15529	24	15528	MOD	skipped 0 overlaps; used 45 overlaps
2108	0	6368	17	6345	MOD	skipped 0 overlaps; used 20 overlaps
2109	0	12594	154	12594	MOD	skipped 0 overlaps; used 40 overlaps
2110	0	5463	182	5439	MOD	skipped 0 overlaps; used 24 overlaps
2111	0	30710	189	30676	MOD	skipped 0 overlaps; used 60 overlaps
2112	0	13850	113	13850	MOD	skipped 0 overlaps; used 55 overlaps
2113	0	5122	64	5121	MOD	skipped 0 overlaps; used 17 overlaps
2114	0	6484	0	3514	MOD	skipped 0 overlaps; used 22 overlaps
2115	0	7887	14	7859	MOD	skipped 0 overlaps; used 26 overlaps
2116	0	3055	18	3038	MOD	skipped 0 overlaps; used 30 overlaps
2117	0	11194	519	11191	MOD	skipped 0 overlaps; used 25 overlaps
2118	0	8518	121	8495	MOD	skipped 0 overlaps; used 26 overlaps
2119	0	14775	156	14771	MOD	skipped 0 overlaps; used 169 overlaps
2120	0	6438	164	6421	MOD	skipped 0 overlaps; used 21 overlaps
2121	0	2597	447	2597	MOD	skipped 0 overlaps; used 22 overlaps
2122	0	7005	0	7005	NOV
2123	0	2711	45	2699	MOD	skipped 0 overlaps; used 29 overlaps
2124	0	2711	18	2711	MOD	skipped 0 overlaps; used 28 overlaps
2125	0	2708	0	2707	MOD	skipped 0 overlaps; used 29 overlaps
2126	0	2699	0	2698	MOD	skipped 0 overlaps; used 29 overlaps
2127	0	2707	0	2707	NOC	skipped 0 overlaps; used 29 overlaps
2128	0	1164	0	1164	NOV
2129	0	13841	128	13824	MOD	skipped 0 overlaps; used 23 overlaps
2130	0	17891	150	17890	MOD	skipped 0 overlaps; used 42 overlaps
2131	0	0	0	0	NOV
2132	0	9341	198	9340	MOD	skipped 0 overlaps; used 32 overlaps
2133	0	24158	16376	24128	MOD	skipped 0 overlaps; used 45 overlaps
2134	0	11362	277	11317	MOD	skipped 0 overlaps; used 39 overlaps
2135	0	2456	0	2433	MOD	skipped 0 overlaps; used 23 overlaps
2136	0	2463	5	2433	MOD	skipped 0 overlaps; used 23 overlaps
2137	0	1182	0	983	DEL	skipped 0 overlaps; used 6 overlaps
2138	0	2388	253	2283	MOD	skipped 0 overlaps; used 15 overlaps
2139	0	26593	272	26579	MOD	skipped 0 overlaps; used 75 overlaps
2140	0	3565	492	3553	MOD	skipped 0 overlaps; used 9 overlaps
2141	0	4032	37	4012	MOD	skipped 0 overlaps; used 15 overlaps
2142	0	8774	171	8774	MOD	skipped 0 overlaps; used 27 overlaps
2143	0	4238	21	4230	MOD	skipped 0 overlaps; used 27 overlaps
2144	0	7452	110	7432	MOD	skipped 0 overlaps; used 20 overlaps
2145	0	8574	18	8565	MOD	skipped 0 overlaps; used 23 overlaps
2146	0	16463	120	16435	MOD	skipped 0 overlaps; used 34 overlaps
2147	0	3401	367	2393	MOD	skipped 0 overlaps; used 25 overlaps
2148	0	32312	13504	32292	MOD	skipped 0 overlaps; used 62 overlaps
2149	0	1337	4	1244	MOD	skipped 0 overlaps; used 14 overlaps
2150	0	15306	1234	15306	MOD	skipped 0 overlaps; used 36 overlaps
2151	0	8874	61	8852	MOD	skipped 0 overlaps; used 41 overlaps
2152	0	15068	0	15068	NOV
2153	0	15370	5963	15361	MOD	skipped 0 overlaps; used 61 overlaps
2154	0	13301	3	13238	MOD	skipped 0 overlaps; used 50 overlaps
2155	0	4322	492	4210	MOD	skipped 0 overlaps; used 20 overlaps
2156	0	10918	31	10917	MOD	skipped 0 overlaps; used 43 overlaps
2157	0	1567	512	1535	MOD	skipped 0 overlaps; used 18 overlaps
2158	0	2146	66	2117	MOD	skipped 0 overlaps; used 14 overlaps
2159	0	13942	0	13915	MOD	skipped 0 overlaps; used 32 overlaps
2160	0	1446	264	1374	MOD	skipped 0 overlaps; used 17 overlaps
2161	0	20278	115	20214	MOD	skipped 0 overlaps; used 173 overlaps
2162	0	1503	396	1412	MOD	skipped 0 overlaps; used 12 overlaps
2163	0	5916	200	5916	MOD	skipped 0 overlaps; used 35 overlaps
2164	0	13216	210	13196	MOD	skipped 0 overlaps; used 32 overlaps
2165	0	15603	161	15603	MOD	skipped 0 overlaps; used 40 overlaps
2166	0	14044	0	14030	MOD	skipped 0 overlaps; used 38 overlaps
2167	0	7417	43	7416	MOD	skipped 0 overlaps; used 24 overlaps
2168	0	3019	7	3018	MOD	skipped 0 overlaps; used 22 overlaps
2169	0	5762	9	5748	MOD	skipped 0 overlaps; used 19 overlaps
2170	0	4915	5	4903	MOD	skipped 0 overlaps; used 26 overlaps
2171	0	15857	194	15666	MOD	skipped 0 overlaps; used 38 overlaps
2172	0	5275	0	5252	MOD	skipped 0 overlaps; used 130 overlaps
2173	0	4658	0	4658	NOC	skipped 0 overlaps; used 28 overlaps
2174	0	16621	71	16601	MOD	skipped 0 overlaps; used 48 overlaps
2175	0	16674	0	16673	MOD	skipped 0 overlaps; used 48 overlaps
2176	0	4287	351	4213	MOD	skipped 0 overlaps; used 14 overlaps
2177	0	2973	1486	2973	MOD	skipped 0 overlaps; used 24 overlaps
2178	0	2247	28	2225	MOD	skipped 0 overlaps; used 29 overlaps
