id	initL	initR	finalL	finalR	message (DEL=deleted NOC=no change MOD=modified)
3787	0	4171	56	4165	MOD	skipped 0 overlaps; used 15 overlaps
3788	0	6014	0	6014	NOV
3789	0	12519	104	12519	MOD	skipped 0 overlaps; used 39 overlaps
3790	0	1182	0	1182	NOV
3791	0	8926	6531	7164	DEL	skipped 0 overlaps; used 1 overlaps
3792	0	3416	0	3416	NOV
3793	0	7349	35	7349	MOD	skipped 0 overlaps; used 210 overlaps
3794	0	14035	3157	14010	MOD	skipped 0 overlaps; used 37 overlaps
3795	0	11568	883	11567	MOD	skipped 0 overlaps; used 210 overlaps
3796	0	4632	443	4568	MOD	skipped 0 overlaps; used 28 overlaps
3797	0	6152	0	6152	NOV
3798	0	11612	0	11611	MOD	skipped 0 overlaps; used 52 overlaps
3799	0	1562	0	1561	MOD	skipped 0 overlaps; used 18 overlaps
3800	0	3163	34	3162	MOD	skipped 0 overlaps; used 20 overlaps
3801	0	15803	10	15792	MOD	skipped 0 overlaps; used 49 overlaps
3802	0	2930	151	2918	MOD	skipped 0 overlaps; used 18 overlaps
3803	0	18952	17	18941	MOD	skipped 0 overlaps; used 43 overlaps
3804	0	16156	123	16155	MOD	skipped 0 overlaps; used 53 overlaps
3805	0	19211	22	19126	MOD	skipped 0 overlaps; used 41 overlaps
3806	0	6259	26	5551	MOD	skipped 0 overlaps; used 15 overlaps
3807	0	2450	18	2444	MOD	skipped 0 overlaps; used 17 overlaps
3808	0	2444	0	2416	MOD	skipped 0 overlaps; used 17 overlaps
3809	0	2178	0	2170	MOD	skipped 0 overlaps; used 16 overlaps
3810	0	15325	42	15275	MOD	skipped 0 overlaps; used 43 overlaps
3811	0	10023	70	10020	MOD	skipped 0 overlaps; used 43 overlaps
3812	0	2934	0	2934	NOC	skipped 0 overlaps; used 48 overlaps
3813	0	0	0	0	NOV
3814	0	2951	0	2951	NOV
3815	0	15402	8861	15398	MOD	skipped 0 overlaps; used 56 overlaps
3816	0	3814	0	3814	NOV
3817	0	1287	0	1287	NOV
3818	0	6912	0	6889	MOD	skipped 0 overlaps; used 40 overlaps
3819	0	1300	0	1300	NOV
3820	0	16329	611	16245	MOD	skipped 0 overlaps; used 50 overlaps
3821	0	1961	0	1961	NOV
3822	0	3030	22	3029	MOD	skipped 0 overlaps; used 19 overlaps
3823	0	3210	12	3206	MOD	skipped 0 overlaps; used 17 overlaps
3824	0	1040	3	1010	MOD	skipped 0 overlaps; used 19 overlaps
3825	0	8091	5	8059	MOD	skipped 0 overlaps; used 23 overlaps
3826	0	1978	721	1972	MOD	skipped 0 overlaps; used 24 overlaps
3827	0	22281	34	22249	MOD	skipped 0 overlaps; used 59 overlaps
3828	0	19297	0	19297	NOV
3829	0	1496	22	1489	MOD	skipped 0 overlaps; used 15 overlaps
3830	0	8463	5857	8192	MOD	skipped 0 overlaps; used 10 overlaps
3831	0	17326	5	17234	MOD	skipped 0 overlaps; used 52 overlaps
3832	0	2749	0	2749	NOV
3833	0	2986	192	2985	MOD	skipped 0 overlaps; used 14 overlaps
3834	0	15047	228	15033	MOD	skipped 0 overlaps; used 37 overlaps
3835	0	11246	237	11125	MOD	skipped 0 overlaps; used 26 overlaps
3836	0	9660	0	9655	MOD	skipped 0 overlaps; used 41 overlaps
3837	0	13906	60	13902	MOD	skipped 0 overlaps; used 40 overlaps
3838	0	2836	39	2746	MOD	skipped 0 overlaps; used 24 overlaps
3839	0	9967	80	9966	MOD	skipped 0 overlaps; used 23 overlaps
3840	0	8299	1	8251	MOD	skipped 0 overlaps; used 31 overlaps
3841	0	7251	8	7251	MOD	skipped 0 overlaps; used 52 overlaps
3842	0	2416	144	2415	MOD	skipped 0 overlaps; used 24 overlaps
3843	0	2341	43	2341	MOD	skipped 0 overlaps; used 24 overlaps
3844	0	2341	45	2339	MOD	skipped 0 overlaps; used 24 overlaps
3845	0	6476	0	6324	MOD	skipped 0 overlaps; used 21 overlaps
3846	0	19879	376	19868	MOD	skipped 0 overlaps; used 45 overlaps
3847	0	4465	1	4461	MOD	skipped 0 overlaps; used 24 overlaps
3848	0	2823	0	2822	MOD	skipped 0 overlaps; used 22 overlaps
3849	0	15221	112	15204	MOD	skipped 0 overlaps; used 130 overlaps
3850	0	11715	0	11686	MOD	skipped 0 overlaps; used 37 overlaps
3851	0	10152	6	10076	MOD	skipped 0 overlaps; used 32 overlaps
3852	0	9887	147	9776	MOD	skipped 0 overlaps; used 33 overlaps
3853	0	6519	0	6505	MOD	skipped 0 overlaps; used 21 overlaps
3854	0	16362	13	16324	MOD	skipped 0 overlaps; used 53 overlaps
3855	0	16616	93	16615	MOD	skipped 0 overlaps; used 34 overlaps
3856	0	6045	0	6045	NOC	skipped 0 overlaps; used 22 overlaps
3857	0	9542	16	9541	MOD	skipped 0 overlaps; used 38 overlaps
3858	0	21562	6	9398	MOD	skipped 0 overlaps; used 30 overlaps
3859	0	2110	0	2110	NOV
3860	0	0	0	0	NOV
3861	0	9641	458	9640	MOD	skipped 0 overlaps; used 217 overlaps
3862	0	1459	20	1459	MOD	skipped 0 overlaps; used 16 overlaps
3863	0	3812	551	3801	MOD	skipped 0 overlaps; used 16 overlaps
3864	0	13121	20	13102	MOD	skipped 0 overlaps; used 41 overlaps
3865	0	3077	367	3077	MOD	skipped 0 overlaps; used 13 overlaps
3866	0	13247	191	13122	MOD	skipped 0 overlaps; used 35 overlaps
3867	0	0	0	0	NOV
3868	0	18399	301	18393	MOD	skipped 0 overlaps; used 139 overlaps
3869	0	2825	171	2794	MOD	skipped 0 overlaps; used 19 overlaps
3870	0	7967	431	7778	MOD	skipped 0 overlaps; used 19 overlaps
3871	0	3718	25	3689	MOD	skipped 0 overlaps; used 19 overlaps
3872	0	25014	174	24991	MOD	skipped 0 overlaps; used 168 overlaps
3873	0	8223	205	8223	MOD	skipped 0 overlaps; used 18 overlaps
3874	0	16370	78	11466	MOD	skipped 0 overlaps; used 48 overlaps
3875	0	2057	0	2045	MOD	skipped 0 overlaps; used 21 overlaps
3876	0	2075	18	2047	MOD	skipped 0 overlaps; used 21 overlaps
3877	0	2055	0	2045	MOD	skipped 0 overlaps; used 21 overlaps
3878	0	3973	357	3957	MOD	skipped 0 overlaps; used 16 overlaps
3879	0	9667	11	9129	MOD	skipped 0 overlaps; used 38 overlaps
3880	0	3120	12	3119	MOD	skipped 0 overlaps; used 20 overlaps
3881	0	7836	9	7829	MOD	skipped 0 overlaps; used 38 overlaps
3882	0	1314	2	1299	MOD	skipped 0 overlaps; used 19 overlaps
3883	0	1306	28	1292	MOD	skipped 0 overlaps; used 19 overlaps
3884	0	1310	0	1284	MOD	skipped 0 overlaps; used 19 overlaps
3885	0	1311	0	1285	MOD	skipped 0 overlaps; used 19 overlaps
3886	0	1708	744	1602	DEL	skipped 0 overlaps; used 8 overlaps
3887	0	9686	316	9686	MOD	skipped 0 overlaps; used 37 overlaps
3888	0	2424	5	2394	MOD	skipped 0 overlaps; used 12 overlaps
3889	0	7639	46	7625	MOD	skipped 0 overlaps; used 30 overlaps
3890	0	17404	16	17403	MOD	skipped 0 overlaps; used 83 overlaps
3891	0	1046	0	1046	NOV
3892	0	12492	190	12491	MOD	skipped 0 overlaps; used 29 overlaps
3893	0	12593	280	12487	MOD	skipped 0 overlaps; used 32 overlaps
3894	0	1411	102	1303	MOD	skipped 0 overlaps; used 12 overlaps
3895	0	4910	24	4494	MOD	skipped 0 overlaps; used 24 overlaps
3896	0	11045	16	10794	MOD	skipped 0 overlaps; used 41 overlaps
3897	0	1477	66	1477	MOD	skipped 0 overlaps; used 12 overlaps
3898	0	6351	2301	6339	MOD	skipped 0 overlaps; used 31 overlaps
3899	0	10644	0	10616	MOD	skipped 0 overlaps; used 36 overlaps
3900	0	4881	107	4822	MOD	skipped 0 overlaps; used 28 overlaps
3901	0	15184	0	15099	MOD	skipped 0 overlaps; used 41 overlaps
3902	0	4106	27	4097	MOD	skipped 0 overlaps; used 19 overlaps
3903	0	3445	466	3444	MOD	skipped 0 overlaps; used 10 overlaps
3904	0	3907	2309	3496	MOD	skipped 0 overlaps; used 88 overlaps
3905	0	1444	0	1443	MOD	skipped 0 overlaps; used 16 overlaps
3906	0	8422	0	8422	NOV
3907	0	2835	1950	2773	DEL	skipped 0 overlaps; used 12 overlaps
3908	0	11688	135	11664	MOD	skipped 0 overlaps; used 23 overlaps
3909	0	4338	4	4317	MOD	skipped 0 overlaps; used 21 overlaps
3910	0	8860	7	8842	MOD	skipped 0 overlaps; used 26 overlaps
3911	0	19334	0	19333	MOD	skipped 0 overlaps; used 49 overlaps
3912	0	3880	4	3879	MOD	skipped 0 overlaps; used 15 overlaps
3913	0	13642	0	13625	MOD	skipped 0 overlaps; used 48 overlaps
3914	0	1648	0	1591	MOD	skipped 0 overlaps; used 15 overlaps
3915	0	3945	355	3945	MOD	skipped 0 overlaps; used 23 overlaps
3916	0	7191	1	7182	MOD	skipped 0 overlaps; used 25 overlaps
3917	0	9341	326	9179	MOD	skipped 0 overlaps; used 29 overlaps
3918	0	19512	15	19511	MOD	skipped 0 overlaps; used 185 overlaps
3919	0	13017	20	13006	MOD	skipped 0 overlaps; used 44 overlaps
3920	0	3579	0	3578	MOD	skipped 0 overlaps; used 18 overlaps
3921	0	18139	160	17917	MOD	skipped 0 overlaps; used 40 overlaps
3922	0	6866	932	1504	DEL	skipped 0 overlaps; used 13 overlaps
3923	0	6945	0	6945	NOV
3924	0	7695	3652	7619	MOD	skipped 0 overlaps; used 23 overlaps
3925	0	19236	3	19225	MOD	skipped 0 overlaps; used 91 overlaps
3926	0	19210	0	19209	MOD	skipped 0 overlaps; used 91 overlaps
3927	0	1311	6	1249	MOD	skipped 0 overlaps; used 13 overlaps
3928	0	13599	42	13410	MOD	skipped 0 overlaps; used 44 overlaps
3929	0	20831	583	5412	MOD	skipped 0 overlaps; used 14 overlaps
3930	0	2927	37	2843	MOD	skipped 0 overlaps; used 127 overlaps
3931	0	2697	0	2685	MOD	skipped 0 overlaps; used 15 overlaps
3932	0	5677	799	5677	MOD	skipped 0 overlaps; used 37 overlaps
3933	0	2125	11	2071	MOD	skipped 0 overlaps; used 16 overlaps
3934	0	2635	10	2514	MOD	skipped 0 overlaps; used 23 overlaps
3935	0	1193	15	1192	MOD	skipped 0 overlaps; used 15 overlaps
3936	0	15322	0	15321	MOD	skipped 0 overlaps; used 52 overlaps
3937	0	5086	236	5071	MOD	skipped 0 overlaps; used 22 overlaps
3938	0	1316	0	1316	NOV
3939	0	3939	39	3933	MOD	skipped 0 overlaps; used 13 overlaps
3940	0	14638	1888	14633	MOD	skipped 0 overlaps; used 47 overlaps
3941	0	13919	10	13914	MOD	skipped 0 overlaps; used 170 overlaps
3942	0	19448	191	19448	MOD	skipped 0 overlaps; used 161 overlaps
3943	0	2271	101	1889	MOD	skipped 0 overlaps; used 13 overlaps
3944	0	16042	195	16032	MOD	skipped 0 overlaps; used 142 overlaps
3945	0	2480	263	2447	MOD	skipped 0 overlaps; used 19 overlaps
3946	0	2748	295	2702	MOD	skipped 0 overlaps; used 14 overlaps
3947	0	16862	10	16861	MOD	skipped 0 overlaps; used 54 overlaps
3948	0	2775	0	2775	NOV
3949	0	8006	0	8006	NOV
3950	0	11861	4	11812	MOD	skipped 0 overlaps; used 45 overlaps
3951	0	13798	100	13798	MOD	skipped 0 overlaps; used 35 overlaps
3952	0	9060	10	9052	MOD	skipped 0 overlaps; used 23 overlaps
3953	0	2120	902	2048	MOD	skipped 0 overlaps; used 19 overlaps
3954	0	2672	0	2668	MOD	skipped 0 overlaps; used 14 overlaps
3955	0	8530	17	8516	MOD	skipped 0 overlaps; used 33 overlaps
3956	0	7466	18	7449	MOD	skipped 0 overlaps; used 33 overlaps
3957	0	15965	0	15964	MOD	skipped 0 overlaps; used 49 overlaps
3958	0	12847	0	12824	MOD	skipped 0 overlaps; used 43 overlaps
3959	0	16793	0	16790	MOD	skipped 0 overlaps; used 43 overlaps
3960	0	7305	0	7273	MOD	skipped 0 overlaps; used 200 overlaps
3961	0	2100	437	2099	MOD	skipped 0 overlaps; used 22 overlaps
3962	0	2787	108	2779	MOD	skipped 0 overlaps; used 20 overlaps
3963	0	26210	0	26209	MOD	skipped 0 overlaps; used 48 overlaps
3964	0	3298	15	3297	MOD	skipped 0 overlaps; used 26 overlaps
3965	0	3676	36	3630	MOD	skipped 0 overlaps; used 26 overlaps
3966	0	3708	321	3684	MOD	skipped 0 overlaps; used 26 overlaps
3967	0	1492	0	1489	MOD	skipped 0 overlaps; used 24 overlaps
3968	0	10437	4469	10386	MOD	skipped 0 overlaps; used 18 overlaps
3969	0	11384	428	11365	MOD	skipped 0 overlaps; used 36 overlaps
3970	0	12664	0	12664	NOC	skipped 0 overlaps; used 40 overlaps
3971	0	16858	231	16741	MOD	skipped 0 overlaps; used 42 overlaps
3972	0	17432	225	17432	MOD	skipped 0 overlaps; used 88 overlaps
3973	0	11027	100	11026	MOD	skipped 0 overlaps; used 35 overlaps
3974	0	17732	66	17715	MOD	skipped 0 overlaps; used 56 overlaps
3975	0	11926	120	11891	MOD	skipped 0 overlaps; used 37 overlaps
3976	0	21027	0	21012	MOD	skipped 0 overlaps; used 174 overlaps
3977	0	2476	3	2464	MOD	skipped 0 overlaps; used 15 overlaps
3978	0	10470	21	10441	MOD	skipped 0 overlaps; used 39 overlaps
3979	0	11278	95	11229	MOD	skipped 0 overlaps; used 30 overlaps
3980	0	12068	23	12063	MOD	skipped 0 overlaps; used 34 overlaps
3981	0	12731	18	12730	MOD	skipped 0 overlaps; used 145 overlaps
3982	0	16254	0	16208	MOD	skipped 0 overlaps; used 44 overlaps
3983	0	4804	0	4803	MOD	skipped 0 overlaps; used 28 overlaps
3984	0	1902	286	1698	MOD	skipped 0 overlaps; used 12 overlaps
3985	0	8335	99	8334	MOD	skipped 0 overlaps; used 34 overlaps
3986	0	7098	286	7096	MOD	skipped 0 overlaps; used 20 overlaps
3987	0	21210	108	21210	MOD	skipped 0 overlaps; used 46 overlaps
3988	0	17291	300	17266	MOD	skipped 0 overlaps; used 41 overlaps
3989	0	11051	2546	10525	MOD	skipped 0 overlaps; used 39 overlaps
3990	0	1619	192	1606	MOD	skipped 0 overlaps; used 24 overlaps
3991	0	4506	184	4490	MOD	skipped 0 overlaps; used 21 overlaps
3992	0	17404	1	17403	MOD	skipped 0 overlaps; used 57 overlaps
3993	0	10093	0	10093	NOV
3994	0	6821	328	6814	MOD	skipped 0 overlaps; used 35 overlaps
3995	0	3686	0	3686	NOV
3996	0	11658	209	11646	MOD	skipped 0 overlaps; used 41 overlaps
3997	0	4426	38	4425	MOD	skipped 0 overlaps; used 26 overlaps
3998	0	2973	719	2934	MOD	skipped 0 overlaps; used 15 overlaps
3999	0	15074	318	15073	MOD	skipped 0 overlaps; used 57 overlaps
4000	0	17731	2	4484	MOD	skipped 0 overlaps; used 51 overlaps
4001	0	11370	295	11369	MOD	skipped 0 overlaps; used 28 overlaps
4002	0	21961	7	21849	MOD	skipped 0 overlaps; used 155 overlaps
4003	0	19947	3	19946	MOD	skipped 0 overlaps; used 51 overlaps
4004	0	7708	0	7707	MOD	skipped 0 overlaps; used 24 overlaps
4005	0	20837	150	20823	MOD	skipped 0 overlaps; used 30 overlaps
4006	0	3736	23	3731	MOD	skipped 0 overlaps; used 18 overlaps
4007	0	2361	10	2360	MOD	skipped 0 overlaps; used 14 overlaps
4008	0	2354	0	2351	MOD	skipped 0 overlaps; used 14 overlaps
4009	0	5295	12	5275	MOD	skipped 0 overlaps; used 21 overlaps
4010	0	9858	0	9843	MOD	skipped 0 overlaps; used 37 overlaps
4011	0	11130	31	11107	MOD	skipped 0 overlaps; used 86 overlaps
4012	0	1896	0	1896	NOV
4013	0	6466	0	6407	MOD	skipped 0 overlaps; used 24 overlaps
4014	0	0	0	0	NOV
4015	0	16181	6	13834	MOD	skipped 0 overlaps; used 62 overlaps
4016	0	2941	13	2901	MOD	skipped 0 overlaps; used 24 overlaps
4017	0	12034	0	12007	MOD	skipped 0 overlaps; used 43 overlaps
4018	0	7674	396	3762	MOD	skipped 0 overlaps; used 23 overlaps
4019	0	20143	0	20139	MOD	skipped 0 overlaps; used 63 overlaps
4020	0	6483	7	6479	MOD	skipped 0 overlaps; used 22 overlaps
4021	0	3581	11	3580	MOD	skipped 0 overlaps; used 27 overlaps
4022	0	4502	9	4436	MOD	skipped 0 overlaps; used 30 overlaps
4023	0	18851	165	18845	MOD	skipped 0 overlaps; used 50 overlaps
4024	0	2446	118	2279	MOD	skipped 0 overlaps; used 180 overlaps
4025	0	5282	0	5282	NOV
4026	0	3247	14	3247	MOD	skipped 0 overlaps; used 25 overlaps
4027	0	3252	0	3237	MOD	skipped 0 overlaps; used 25 overlaps
4028	0	2026	0	2025	MOD	skipped 0 overlaps; used 24 overlaps
4029	0	20704	167	20703	MOD	skipped 0 overlaps; used 50 overlaps
4030	0	18568	0	18568	NOV
4031	0	11025	232	11024	MOD	skipped 0 overlaps; used 39 overlaps
4032	0	17303	1092	17302	MOD	skipped 0 overlaps; used 46 overlaps
4033	0	1479	27	1454	MOD	skipped 0 overlaps; used 13 overlaps
4034	0	2713	178	2700	MOD	skipped 0 overlaps; used 16 overlaps
4035	0	22416	186	22384	MOD	skipped 0 overlaps; used 74 overlaps
4036	0	22419	27	22392	MOD	skipped 0 overlaps; used 62 overlaps
4037	0	12006	268	12006	MOD	skipped 0 overlaps; used 31 overlaps
4038	0	11823	21	11806	MOD	skipped 0 overlaps; used 33 overlaps
4039	0	1512	20	1512	MOD	skipped 0 overlaps; used 21 overlaps
4040	0	1486	87	1485	MOD	skipped 0 overlaps; used 19 overlaps
4041	0	1520	0	1519	MOD	skipped 0 overlaps; used 21 overlaps
4042	0	1512	15	1512	MOD	skipped 0 overlaps; used 21 overlaps
4043	0	1487	0	1487	NOC	skipped 0 overlaps; used 21 overlaps
4044	0	1503	48	1490	MOD	skipped 0 overlaps; used 21 overlaps
4045	0	1515	0	1501	MOD	skipped 0 overlaps; used 21 overlaps
4046	0	2668	14	2636	MOD	skipped 0 overlaps; used 14 overlaps
4047	0	13396	37	9732	MOD	skipped 0 overlaps; used 38 overlaps
4048	0	1078	83	1077	DEL	skipped 0 overlaps; used 11 overlaps
4049	0	9569	88	9328	MOD	skipped 0 overlaps; used 35 overlaps
4050	0	10675	160	10674	MOD	skipped 0 overlaps; used 25 overlaps
4051	0	2678	259	2649	MOD	skipped 0 overlaps; used 20 overlaps
4052	0	1376	0	1376	NOV
4053	0	24915	14	24759	MOD	skipped 0 overlaps; used 55 overlaps
4054	0	6930	43	6878	MOD	skipped 0 overlaps; used 29 overlaps
4055	0	13142	8	13086	MOD	skipped 0 overlaps; used 28 overlaps
4056	0	7291	32	7257	MOD	skipped 0 overlaps; used 37 overlaps
4057	0	16396	0	16377	MOD	skipped 0 overlaps; used 51 overlaps
4058	0	12823	0	12805	MOD	skipped 0 overlaps; used 41 overlaps
4059	0	13501	15	13489	MOD	skipped 0 overlaps; used 40 overlaps
4060	0	4171	82	4091	MOD	skipped 0 overlaps; used 12 overlaps
4061	0	4157	545	4124	MOD	skipped 0 overlaps; used 12 overlaps
4062	0	5779	81	5758	MOD	skipped 0 overlaps; used 197 overlaps
4063	0	10651	18	10634	MOD	skipped 0 overlaps; used 71 overlaps
4064	0	10353	3371	10167	MOD	skipped 0 overlaps; used 28 overlaps
4065	0	22189	0	22172	MOD	skipped 0 overlaps; used 42 overlaps
4066	0	16093	87	15580	MOD	skipped 0 overlaps; used 41 overlaps
4067	0	12263	154	12235	MOD	skipped 0 overlaps; used 42 overlaps
4068	0	3300	1007	3262	MOD	skipped 0 overlaps; used 29 overlaps
4069	0	7034	37	6973	MOD	skipped 0 overlaps; used 25 overlaps
4070	0	15385	416	15312	MOD	skipped 0 overlaps; used 40 overlaps
4071	0	939	0	939	NOV
4072	0	6925	196	6879	MOD	skipped 0 overlaps; used 38 overlaps
4073	0	3180	174	1928	MOD	skipped 0 overlaps; used 89 overlaps
4074	0	35996	40	35988	MOD	skipped 0 overlaps; used 184 overlaps
4075	0	6460	0	6460	NOV
4076	0	1096	20	1096	MOD	skipped 0 overlaps; used 12 overlaps
4077	0	1032	0	1032	NOV
4078	0	1014	0	1014	NOV
4079	0	1888	0	1888	NOV
4080	0	1952	0	1952	NOV
4081	0	4475	217	4474	MOD	skipped 0 overlaps; used 18 overlaps
4082	0	3581	199	3580	MOD	skipped 0 overlaps; used 14 overlaps
4083	0	3496	9	3495	MOD	skipped 0 overlaps; used 15 overlaps
4084	0	2443	6	2443	MOD	skipped 0 overlaps; used 16 overlaps
4085	0	9102	239	8855	MOD	skipped 0 overlaps; used 17 overlaps
4086	0	1592	123	1539	MOD	skipped 0 overlaps; used 13 overlaps
4087	0	8345	0	8344	MOD	skipped 0 overlaps; used 27 overlaps
4088	0	11479	16	11478	MOD	skipped 0 overlaps; used 34 overlaps
4089	0	3055	45	3047	MOD	skipped 0 overlaps; used 15 overlaps
4090	0	3000	8	2896	MOD	skipped 0 overlaps; used 15 overlaps
4091	0	3029	25	3029	MOD	skipped 0 overlaps; used 15 overlaps
4092	0	2984	1118	2963	MOD	skipped 0 overlaps; used 29 overlaps
4093	0	4744	12	4743	MOD	skipped 0 overlaps; used 20 overlaps
4094	0	3653	1467	3513	MOD	skipped 0 overlaps; used 17 overlaps
4095	0	15410	9	15409	MOD	skipped 0 overlaps; used 49 overlaps
4096	0	7642	19	7595	MOD	skipped 0 overlaps; used 27 overlaps
4097	0	6528	32	6517	MOD	skipped 0 overlaps; used 21 overlaps
4098	0	7330	0	7241	MOD	skipped 0 overlaps; used 21 overlaps
4099	0	3846	127	3846	MOD	skipped 0 overlaps; used 20 overlaps
4100	0	4397	138	4396	MOD	skipped 0 overlaps; used 29 overlaps
4101	0	13399	469	10470	MOD	skipped 0 overlaps; used 24 overlaps
4102	0	13740	0	13740	NOV
4103	0	1618	0	1575	MOD	skipped 0 overlaps; used 24 overlaps
4104	0	19191	184	19154	MOD	skipped 0 overlaps; used 54 overlaps
4105	0	3324	6	3324	MOD	skipped 0 overlaps; used 17 overlaps
4106	0	2284	107	2247	MOD	skipped 0 overlaps; used 14 overlaps
4107	0	2189	225	2147	MOD	skipped 0 overlaps; used 15 overlaps
4108	0	15329	2	15215	MOD	skipped 0 overlaps; used 60 overlaps
4109	0	28307	9301	28306	MOD	skipped 0 overlaps; used 112 overlaps
4110	0	22599	169	22598	MOD	skipped 0 overlaps; used 55 overlaps
4111	0	17174	12	17173	MOD	skipped 0 overlaps; used 48 overlaps
4112	0	10269	0	10243	MOD	skipped 0 overlaps; used 33 overlaps
4113	0	8176	10	6663	MOD	skipped 0 overlaps; used 31 overlaps
4114	0	0	0	0	NOV
4115	0	10037	37	10036	MOD	skipped 0 overlaps; used 18 overlaps
4116	0	14770	502	14726	MOD	skipped 0 overlaps; used 34 overlaps
4117	0	9796	179	9781	MOD	skipped 0 overlaps; used 25 overlaps
4118	0	4385	0	4385	NOV
4119	0	6626	0	6625	MOD	skipped 0 overlaps; used 31 overlaps
4120	0	3983	0	3977	MOD	skipped 0 overlaps; used 26 overlaps
4121	0	10754	14	10671	MOD	skipped 0 overlaps; used 33 overlaps
4122	0	2466	37	2450	MOD	skipped 0 overlaps; used 21 overlaps
4123	0	20654	8615	20653	MOD	skipped 0 overlaps; used 68 overlaps
4124	0	1261	0	1261	NOV
4125	0	6490	402	6489	MOD	skipped 0 overlaps; used 32 overlaps
4126	0	12836	4	12831	MOD	skipped 0 overlaps; used 216 overlaps
4127	0	6923	0	6912	MOD	skipped 0 overlaps; used 124 overlaps
4128	0	1764	0	1764	NOV
4129	0	10725	19	10699	MOD	skipped 0 overlaps; used 30 overlaps
4130	0	2961	8	2947	MOD	skipped 0 overlaps; used 22 overlaps
4131	0	7725	6	7725	MOD	skipped 0 overlaps; used 34 overlaps
4132	0	18910	181	18854	MOD	skipped 0 overlaps; used 46 overlaps
4133	0	3848	15	3847	MOD	skipped 0 overlaps; used 55 overlaps
4134	0	13398	164	13397	MOD	skipped 0 overlaps; used 42 overlaps
4135	0	9806	0	9805	MOD	skipped 0 overlaps; used 42 overlaps
4136	0	3597	777	3489	MOD	skipped 0 overlaps; used 86 overlaps
4137	0	8132	133	8115	MOD	skipped 0 overlaps; used 27 overlaps
4138	0	3982	3	3981	MOD	skipped 0 overlaps; used 16 overlaps
4139	0	13971	47	13970	MOD	skipped 0 overlaps; used 32 overlaps
4140	0	2615	239	2611	MOD	skipped 0 overlaps; used 23 overlaps
4141	0	20239	88	20227	MOD	skipped 0 overlaps; used 159 overlaps
4142	0	29782	160	29737	MOD	skipped 0 overlaps; used 94 overlaps
4143	0	15172	247	15172	MOD	skipped 0 overlaps; used 52 overlaps
4144	0	12957	39	12925	MOD	skipped 0 overlaps; used 36 overlaps
4145	0	4729	207	4680	MOD	skipped 0 overlaps; used 26 overlaps
4146	0	6329	0	6328	MOD	skipped 0 overlaps; used 36 overlaps
4147	0	0	0	0	NOV
4148	0	1801	0	1800	MOD	skipped 0 overlaps; used 19 overlaps
4149	0	18365	317	18299	MOD	skipped 0 overlaps; used 55 overlaps
4150	0	14350	15	14314	MOD	skipped 0 overlaps; used 34 overlaps
4151	0	12734	41	12273	MOD	skipped 0 overlaps; used 135 overlaps
4152	0	8950	17	8931	MOD	skipped 0 overlaps; used 62 overlaps
4153	0	4682	22	4681	MOD	skipped 0 overlaps; used 21 overlaps
4154	0	4064	46	4063	MOD	skipped 0 overlaps; used 23 overlaps
4155	0	8733	3	8720	MOD	skipped 0 overlaps; used 34 overlaps
4156	0	6242	0	6241	MOD	skipped 0 overlaps; used 35 overlaps
4157	0	3572	193	3571	MOD	skipped 0 overlaps; used 15 overlaps
4158	0	1014	0	1014	NOV
4159	0	6642	159	6640	MOD	skipped 0 overlaps; used 17 overlaps
4160	0	4141	118	4140	MOD	skipped 0 overlaps; used 15 overlaps
4161	0	12841	158	12820	MOD	skipped 0 overlaps; used 211 overlaps
4162	0	12345	187	12344	MOD	skipped 0 overlaps; used 30 overlaps
4163	0	17257	0	17257	NOV
4164	0	21118	237	21099	MOD	skipped 0 overlaps; used 52 overlaps
4165	0	2018	201	1978	MOD	skipped 0 overlaps; used 10 overlaps
4166	0	17397	25	17396	MOD	skipped 0 overlaps; used 41 overlaps
4167	0	7211	196	7209	MOD	skipped 0 overlaps; used 17 overlaps
4168	0	8692	60	8690	MOD	skipped 0 overlaps; used 32 overlaps
4169	0	11123	8070	10939	MOD	skipped 0 overlaps; used 19 overlaps
4170	0	2707	0	2707	NOV
4171	0	14324	7	5022	MOD	skipped 0 overlaps; used 46 overlaps
4172	0	4470	0	4462	MOD	skipped 0 overlaps; used 28 overlaps
4173	0	4916	35	4901	MOD	skipped 0 overlaps; used 33 overlaps
4174	0	2255	258	2253	MOD	skipped 0 overlaps; used 22 overlaps
4175	0	2372	514	2315	MOD	skipped 0 overlaps; used 17 overlaps
4176	0	12308	232	12290	MOD	skipped 0 overlaps; used 39 overlaps
4177	0	5682	0	5666	MOD	skipped 0 overlaps; used 21 overlaps
4178	0	12634	255	12633	MOD	skipped 0 overlaps; used 101 overlaps
4179	0	15690	37	15640	MOD	skipped 0 overlaps; used 55 overlaps
4180	0	3799	75	3774	MOD	skipped 0 overlaps; used 19 overlaps
4181	0	10748	130	10715	MOD	skipped 0 overlaps; used 48 overlaps
4182	0	3936	16	3898	MOD	skipped 0 overlaps; used 29 overlaps
4183	0	10320	32	10320	MOD	skipped 0 overlaps; used 76 overlaps
4184	0	7692	4	7675	MOD	skipped 0 overlaps; used 35 overlaps
4185	0	6457	672	6330	MOD	skipped 0 overlaps; used 21 overlaps
4186	0	9958	268	9957	MOD	skipped 0 overlaps; used 26 overlaps
