     read       raw corrected
       id    length    length
--------- --------- ---------
     4264      1186      1173
     4265     17167     16841
     4266      4349      4120
     4267      9159      9159
     4268      4330      4330
     4269      1210      1154
     4270      8017      7733
     4271      4920      4809
     4272     18160     17458
     4273      1166      1166
     4274     13283     13952
     4275     12287     11637
     4276      2791      2706
     4277      1209      1209
     4278      3215      3215
     4279      2641      2566
     4280      2666      2575
     4281      2949      2702
     4282      3132      3132
     4283      3411      3411
     4284      2556      2468
     4285      2607      2506
     4286      2736      2680
     4287      2638      2479
     4288      2459      2499
     4289      5618      4631
     4290      9870      9384
     4291      5781      5589
     4292     15745     15246
     4293     23007     23589
     4294     10839     10262
     4295      9516      8943
     4296     12562     11824
     4297      8616      8021
     4298     16322     15343
     4299      2581      2412
     4300      3896      3827
     4301      6480      6296
     4302      1391      1345
     4303      8073      8520
     4304      6750      6392
     4305      9772      9667
     4306      2511      2374
     4307      2408      2323
     4308      2575      2408
     4309      2421      2339
     4310     13385     12675
     4311      6851      6616
     4312     14263     12647
     4313     22051     21503
     4314     18062     18681
     4315     20337     19603
     4316      3164      2930
     4317      6494      6415
     4318     22471     21936
     4319      7178      7242
     4320     13039     11072
     4321      2662      2464
     4322      2671      2462
     4323      2499      2453
     4324      2536      2471
     4325      1519      1474
     4326      2352      2342
     4327     22126     21880
     4328      6763      6374
     4329     22391     21165
     4330      7764      7687
     4331      7312      7059
     4332      2887      2847
     4333     10273      8696
     4334      4527      4527
     4335      9622      8917
     4337      4667      4388
     4338      8885      8510
     4339     20096     19302
     4340     14466     14073
     4341      4826      4809
     4342     17537     16761
     4343     17746     16624
     4344     13339     12693
     4345     17969     17177
     4346      9437      9046
     4347      2889      2574
     4348     11216     10602
     4349      4647      4438
     4350      3390      3390
     4351      3933      3818
     4352      2652      2535
     4353      9946      9929
     4354      4726      4486
     4355      5050      4781
     4356     10551     10088
     4357     10705      9622
     4358      8137      7933
     4359     26631     25845
     4360     13430     12877
     4361     17323     16801
     4362     23541     23390
     4363      5980      5490
     4364     20430     19710
     4365      5985      5654
     4366     24319     24319
     4367      1180      1110
     4368      3143      3143
     4369      2280      2189
     4370      3818      3027
     4371     15913     15913
     4372      6176      6122
     4373     15352     16094
     4374      8971      8576
     4375      6028      5932
     4376     11779     11351
     4377     11203     10948
     4378      5096      4741
     4379     11441     10419
     4380     11717     10926
     4381      5770      5035
     4382     13552     12343
     4383     22994     20618
     4384      3302      2977
     4385      2349      2077
     4386     14353     13682
     4387      4053      3447
     4388     24155     22856
     4389      3575      3490
     4390      1047      1047
     4391      1213      1161
     4392     10576     10043
     4393      9289      9186
     4394      8115      7938
     4395      5043      5059
     4396     19578     19000
     4397     18229     19396
     4398      3934      3590
     4400      5035      4851
     4401     21747     20906
     4402      9282      8434
     4403      9035      8661
     4404      2610      2522
     4405     27121     25787
     4406      2853      2593
     4407      6472      6104
     4408      3858      3763
     4409      2898      3045
     4410      2874      2874
     4411      2892      2892
     4412      5457      5093
     4413     12148     11844
     4414     21828     20896
     4415     13708     12207
     4416     10110      9613
     4417     20559     20177
     4418      1520      1459
     4419      4210      3992
     4420      4617      4499
     4421      3079      2877
     4422     21584     20874
     4423      5304      5168
     4424     20543     19638
     4425      7763      6869
     4426      4470      3841
     4427     15219     14611
     4428     32589     32589
     4429     18475     17675
     4430     22910     21891
     4431      2315      2101
     4432     11291     10778
     4433     11625     10627
     4434     13856     12315
     4435      8299      8252
     4436      5150      4865
     4437      1743      1633
     4438      6231      6143
     4439     14644     14134
     4440      7372      7176
     4441     16363     16336
     4442      4476      4069
     4443      1904      1861
     4444      1464      1424
     4445     22417     22467
     4446     15674     15186
     4447      1843      1917
     4448      1967      1967
     4449     11462     10836
     4450      8494      7887
     4451     10916     10371
     4452      7286      6798
     4453      3363      3286
     4454      1456      1456
     4455     10564     10405
     4456      7243      6657
     4457      7885      7070
     4458      1635      1554
     4459      3190      3276
     4460      2141      2084
     4461     17143     16670
     4462     10954     10491
     4463      7121      6693
     4464      6947      6856
     4465     22253     21799
     4466      1636      1588
     4467      5074      4938
     4468     16810     16270
     4469     15400     15735
     4470      9470      9010
     4471     16661     14952
     4472      2704      2705
     4473     28939     26819
     4474     26166     26124
     4475     24558     24052
     4476      6974      6774
     4477     21612     20952
     4478      4218      4067
     4479      1952      1972
     4480      1947      2026
     4481      2259      2259
     4482     15158     15428
     4483      1601      1478
     4484      5980      5715
     4485     18954     17884
     4486      2897      2658
     4487     27939     28057
     4488      4493      4652
     4489      7495      6488
     4490      1745      1595
     4491     15030     13640
     4492     24216     23499
     4493     21989     20995
     4494      2114      2078
     4495      6722      6401
     4496      1923      1727
     4497      6320      6096
     4498     10988     10728
     4499      9329      8793
     4500     20708     20652
     4501      4380      4258
     4502      4355      3996
     4503     10521      9437
     4504     26031     25565
     4505      6265      6040
     4506      1259      1259
     4507     16193     15355
     4508      6294      5826
     4509     15013     13503
     4510      1449      1231
     4511      6473      5819
     4512      9169      8993
     4513     18104     17350
     4514      6590      5867
     4515      2859      2973
     4516      7519      7291
     4517     12062     11311
     4518     11378     10999
     4519      4275      4274
     4520     12942     11747
     4521      2540      2251
     4522      3835      3661
     4523      7889      7496
     4524     21396     21771
     4525     11484     10059
     4526      4725      4508
     4527     29865     27710
     4528      1483      1394
     4529     13010     12344
     4530      4756      4833
     4531     11976     11434
     4532      7790      7281
     4533      5059      5003
     4534      3817      3679
     4535      3443      3359
     4536     21626     20715
     4537      3656      3656
     4538      2919      2471
     4539      1623      1397
     4540      2711      2707
     4541      8324      7485
     4542     12556     11302
     4543     16657     16140
     4544     18169     17348
     4545     18031     17698
     4546      7905      7494
     4547      8081      7819
     4548     11834     11734
     4549     15001     14699
     4550      3171      2911
     4551      1866      1826
     4552      1855      1825
     4553      1921      1845
     4554      2854      2801
     4555      7346      6700
     4556      8103      7718
     4557     11995     11923
     4558     19173     17923
     4559     19640     18807
     4560     17874     17242
     4561      3189      3189
     4562      2140      2140
     4563      4409      4009
     4564     13716     13078
     4565      2032      1785
     4566     20111     20188
     4567      7075      7075
     4568     15777     15437
     4569      9953      9376
     4570      9414      8314
     4571      6060      6058
     4572      3147      3025
     4573      4003      3923
     4574     16509     16024
     4575     14015     13728
     4576     13095     11970
     4577      7017      6747
     4578     15493     15493
     4579      8475      7462
     4580      5653      5361
     4581     15852     14436
     4582     17438     17148
     4583      4855      4655
     4584     22238     22238
     4585     17464     15894
     4586      4290      4062
     4588     19527     18916
     4589      2416      2349
     4590      2221      2221
     4591      1451      1374
     4592      1434      1385
     4593      1411      1383
     4594      1419      1384
     4595      1565      1388
     4596      1429      1376
     4597      1444      1379
     4598     12214     10913
     4599     30592     30793
     4600      2857      2824
     4601     13111     12232
     4602     17272     16632
     4603     14886     14105
     4604      6173      5640
     4605      3136      3136
     4606     12920     10937
     4607      1717      1611
     4608      4106      3952
     4609      3432      3265
     4610      4818      4462
     4611     11023     11477
     4612      8420      7994
     4613     18622     18427
     4614      7383      6777
     4615     20720     19383
     4616      5687      5635
     4617      5212      4869
     4618      2994      2994
     4619      4808      4486
     4620     23607     21673
     4621     14006     13519
     4623      5388      5056
     4624      6752      6446
     4625      8954      8644
     4626     12910     12550
     4627      9423      8954
     4628      3140      2725
     4629      3771      3481
     4630      7470      7413
     4631      1912      1720
     4632      1736      1736
     4633     20700     21077
     4634     13990     13335
     4635     17849     17443
     4636      2575      2282
     4637      2387      2165
     4638     17499     15341
     4639     16382     15911
     4640      6903      6576
     4641      5442      5138
     4642      9348      8100
     4643      1223      1168
     4644      5518      4932
     4645     17800     17011
     4646     22007     20530
     4647      4987      4770
     4648      7996      6795
     4649      7738      7915
     4650      7922      7895
     4651     16887     15666
     4652      1475      1426
     4653      4680      4409
     4654      5138      4806
     4655     13166     12453
     4656      6967      6207
     4657     18113     17947
     4658      5508      5136
     4659      3900      3793
     4660     15194     14546
     4661     15344     14852
     4662      5608      5336
     4663      2491      2390
     4664      3986      3810
     4665     17357     16884
     4666     20029     18998
     4667      1647      1691
     4668      1644      1697
     4669      1507      1588
     4670      1502      1564
     4671     34568     32841
     4672      8342      7595
     4673     20864     19351
     4674      7262      6760
     4675     13116     12436
     4676     22702     21461
     4677      2525      2353
     4678      5012      4771
     4679      4258      3985
     4680     21086     20419
     4681      9356      9099
     4682      8858      8707
     4683      3990      3727
     4684      3332      3332
     4685     18241     17205
     4686      8476      8159
     4687      6839      6436
     4688      4882      4882
     4689      2319      2086
     4690     17782     17163
     4691      8604      7915
     4692     12715     12273
     4693      1628      1499
     4694     25383     23360
     4696      3021      3090
     4697      2911      3061
     4698      1379      1423
     4699      4296      4110
     4700      8584      8191
     4701      2650      2600
     4702     13062     12991
     4703      1823      1768
     4704     12722     12877
     4705     14379     13831
     4706      8980      8326
     4707     21705     20915
     4708     22596     20691
     4709     17043     16207
     4710      6357      6084
     4711     10202      9779
     4712     21675     20236
     4713      9461      9230
     4714     15294     14675
     4715      1715      1783
     4716      1729      1754
     4717      4205      3579
     4718      9170      8655
     4719      5374      5109
     4720     15946     15106
     4721      9851      9366
     4722     18088     17375
     4723     14336     14336
     4724     11031     10938
     4725      4856      4004
     4726     23097     21606
     4727     14657     14661
     4728     15037     15147
     4729      6700      6286
     4730     11993     12956
     4731      8194      8479
     4732      3497      3337
     4733      3406      3312
     4734     18751     17379
     4735      5291      5168
     4736      4443      4067
     4737      2571      2525
     4738      2062      1946
     4739      1588      1495
     4740      3123      3002
     4741     19717     18942
     4742     10210     10042
     4744     18212     17414
     4745     12657     11803
     4746     25243     25446
     4747      1332      1166
     4748      1991      1815
     4749     12191     11285
     4750      3736      3502
     4751     16129     15179
     4752      3526      3190
     4753      2211      2027
     4754      1513      1431
     4755      4332      4188
     4756     16010     14395
     4757      6271      5986
     4758      1122      1054
     4759     20034     19186
     4760      8949      8814
     4761      2549      2434
     4762     14373     13315
     4763     11149     10805
     4764     11071     10667
     4765      8944      8104
     4766      4044      4171
     4767      3459      3214
     4768     10460      9702
     4769      7176      6950
     4770      5571      5185
     4771     13777     12970
     4772     23392     23029
     4773     24135     23251
     4774     12425     12320
     4775      3124      3124
     4776     17893     16756
     4777     19252     18483
     4778      4777      4146
     4779      1162      1140
     4780      8654      8347
     4781     11195     10603
     4782      3759      3671
     4783      8581      7709
     4784     16697     15023
     4785      1482      1419
     4786      1286      1278
     4787      1276      1235
     4788      5034      4289
     4789      4746      4136
     4790      9314      8382
     4791      9315      8230
     4792      6400      6203
     4793     13218     12723
     4794      6917      6084
     4795      6835      6489
     4796      1420      1420
     4797      4827      4892
     4798      3691      3622
     4799     10170      9689
     4800      7356      6930
     4801      9619      9258
     4802      2258      2142
     4803      5337      5337
     4805     12688     12250
     4806      1848      1774
     4807      3395      3301
     4808      5129      4607
     4809      1713      1549
     4810      4878      4489
     4811      5311      4882
     4812      6511      6354
     4813     21818     20267
     4814     15324     14617
     4815     14742     13828
     4816      7923      7259
     4817     21042     18540
     4818      5495      5747
     4819     11490     10868
     4820     12169     11571
     4821      4072      3948
     4822      3946      3470
     4823      8523      7968
     4824      7428      7172
     4825      1886      1849
     4826      1904      1830
     4827     11162     11684
     4828     15428     14793
     4829     17175     17231
     4830      5859      5536
     4831     11947     10399
     4832      9472      8979
     4833      9371      8963
     4834      9157      8356
     4835      3444      3097
     4836      3251      2871
     4837     20641     18148
     4838      6999      5961
     4839     20295     18797
     4840      3396      3154
     4841      1846      1813
     4842      2576      2396
     4843     16120     15172
     4844      3019      2684
     4845      1368      1368
     4846     10844     10221
     4847     13340     11871
     4849      7984      7948
     4850     23255     21821
     4851      1956      1903
     4852     10730     10676
     4853      5709      5862
     4854      4527      4566
     4855     24694     23203
     4856      4045      3902
     4857     18191     16613
     4858      2264      2264
     4859     11623     11052
     4860      3753      3308
     4861      1224      1205
     4862      1489      1434
     4863     15893     14908
     4864     10996     10398
     4865      8614      8409
     4866     15978     14542
     4867      3542      3418
     4868      1906      1851
     4869     23245     21630
     4870     12969     11631
     4871      3290      2878
     4872      8374      7244
     4873     10996     10856
     4874      2609      2458
     4875      8333      7420
     4876     11889     10818
     4877      3266      2984
     4878     16998     16998
     4879      7899      7185
     4880      3115      3010
     4881      1787      1791
     4882      1898      1776
     4883      1836      1799
     4884      1833      1794
     4885      3790      3576
     4886      7794      7855
     4887     18461     17582
     4888      6296      6177
     4889      4268      4115
     4890      7666      7235
     4891      6332      5932
     4892      2668      2685
     4893     16324     16037
     4894      3778      3735
     4895      5642      4737
     4896      1135      1144
     4897      3960      3859
     4898     28349     28349
     4899     10289      9658
     4900      2399      2243
     4901      2969      2638
     4902     12123     11646
     4903      5129      4851
     4904      7986      6757
     4905     13096     12813
     4906     23328     22355
     4907      9165      9014
     4908     13306     12089
     4909      2272      2066
     4910      3053      2907
     4911      4377      3914
     4912     19451     18908
     4913     12186     11429
     4914      3582      3537
     4915      7702      7230
     4916      7569      6902
     4917      7803      7695
     4918      3061      2874
     4919      3709      3257
     4920      6963      6617
     4921      8116      7688
     4922     13906     13236
     4923     21470     20927
     4924      8358      7916
     4925      3703      3537
     4926     19567     19064
     4927      8091      8201
     4928      7875      7478
     4929      5722      5361
     4930      4622      4028
     4931      6409      6247
     4932      1109      1071
     4933      1115      1097
     4934      1088      1069
     4935      1096      1071
     4936      1089      1071
     4937      6403      6452
     4938      1328      1294
     4939      1319      1301
     4940      1312      1289
     4941     13694     12970
     4942      1927      1927
     4943     12971     12450
     4944     22046     20921
     4945      3574      3394
     4946      6993      6748
     4947      1771      1771
     4948      7151      6789
     4949      9730      9118
     4950      1731      1488
     4951     19366     18458
     4952      8827      8069
     4953      1267      1267
     4954      9910      9681
     4955      4288      3842
     4956      7224      6735
     4957      7481      6377
     4958     16367     16810
     4959      5119      5269
     4960     15216     15089
     4961     19743     18720
     4962      2252      2016
     4963      8407      7639
     4964     23854     24791
     4965      5799      5574
     4966     11567     11781
     4967      3942      3707
     4968     12978     12936
     4969      2837      2634
     4970      3191      3089
     4971      3076      3019
     4972      3011      3008
     4973     13706     11815
     4974      8730      8453
     4975      3659      3617
     4976     12690     12175
     4977     17133     16399
     4978      6825      6733
     4980      1915      1908
     4981     12945     12266
     4982      5851      5392
     4983     15786     14574
     4984     17200     15763
     4985      8296      7777
     4986      2405      2287
     4987      5455      4990
     4988      3326      3326
     4990      8201      7586
     4991      6786      6294
     4992      7945      7847
     4993      4501      4149
     4994      3603      3442
     4995     20423     19581
     4996      1287      1188
     4997      5915      5434
     4998      3404      3341
     5000      9776      9278
     5002      5993      5585
     5003     14539     13932
     5004      3085      3029
     5005      3123      3024
     5006      3101      3022
     5007      3265      2969
     5008      7305      7163
     5009      7419      6846
     5010      9811      9521
     5011      2251      2200
     5012      2200      2193
     5013      2191      2175
     5014     10574     10055
     5015      1532      1438
     5016      2081      1832
     5017      1870      1767
     5018     11603     11264
     5019     10128      9998
     5020     11832     11752
     5021     14191     13523
     5022      9465      9424
     5023      6174      5495
     5024     19987     19578
     5025      7405      7268
     5026      7574      7297
     5027     19917     18123
     5028     11366     10975
     5029     26595     25231
     5030     11299      9916
     5031      2208      2091
     5032      4836      4480
     5033      2990      2990
     5034     14918     13715
     5035      4926      4310
     5036     16865     16087
     5037     14225     13031
     5038     10730     10389
     5039      9743      8930
     5040      4808      4573
     5041      8676      8596
     5042      4401      4105
     5043     14481     13878
     5044     11514     10941
     5045      3321      3167
     5046      3313      3167
     5047      7976      7246
     5048     10462      9926
     5049     10090      9170
     5050      7053      6426
     5051     21319     23441
     5052      6626      6480
     5053      8026      7751
     5054      7522      7067
     5055      2370      2370
     5056      1903      1903
     5057      1923      1923
     5058     19679     19270
     5059     13207     13086
     5060      2118      2035
     5061      2111      2025
     5062      2073      2034
     5063      2081      2027
     5064      1438      1426
     5065     17018     15718
     5066     14083     13782
     5067      6848      6795
     5068      2354      2128
     5069      4399      3877
     5070      6515      6226
     5071     10149      9666
     5072      5395      4980
     5073     10493     10100
     5074      9459      8344
     5075      8277      7931
     5076     13982     12731
     5077      1649      1507
     5078     20214     19543
     5079      3748      3680
     5080     14734     13971
     5081      3664      3519
     5082      5854      5235
     5083      2815      2536
     5084      2577      2548
     5085      1579      1579
     5086      2220      2372
     5087      2337      2369
     5088      2571      2370
     5089     22064     21977
     5090     25710     25710
     5091     14876     13672
     5092     10856     10173
     5093     10808     10981
     5094      4257      3732
     5095      8703      8426
     5096     11599     11607
     5097     19967     17884
     5098      6037      6071
     5099     19487     18786
     5100      2038      1980
     5101      2079      1982
     5102      2041      1978
     5103      2031      1986
     5104      3011      2788
     5105     15895     15284
     5106     15083     14229
     5107     18132     17361
     5108      1906      1762
     5109     10863     10471
     5110      5193      4965
     5111      1330      1301
     5112      1237      1178
     5113      3676      3424
     5114     10761     10094
     5115      4093      3909
     5116      1122      1020
     5117      4076      3945
     5118      7354      6883
     5119     13396     12930
     5120     13674     13064
     5121      2603      2281
     5122      5741      5680
     5123      6629      6430
     5124     10109      9660
     5125     17442     18005
     5126      8116      7079
     5127      8274      7674
     5128     10095      8401
     5129      4483      4259
     5130     10750     10258
     5131     12693     12170
     5132      4537      4494
     5133     10035      9621
     5134      7797      5789
     5135     15799     14663
     5136      4735      4514
     5137     10219      9745
     5138      4906      4882
     5139     12160     11882
     5140     24606     21246
     5141     12235     11319
     5142     35235     35225
     5143     10415     10058
     5144     11967     11656
     5145      6101      5649
     5146      2250      1991
     5147     21090     19829
     5148     21007     19162
     5149      8072      7708
     5150      2657      2657
     5151     10372      9940
     5152      7304      6880
     5153      2920      2671
     5154      5456      5233
     5155      1400      1354
     5156      7145      6938
     5157     16150     15374
     5158      7147      6526
     5159     11584     11784
     5160      2209      1966
     5161      5994      5589
     5162      9720      9781
     5163      4283      3580
     5164     10127      9918
     5165      3403      3493
     5166     19247     18085
     5167     10724      9848
     5168      5787      5450
     5169      8972      8540
     5170      1972      1893
     5171      3083      2860
     5172      2575      2365
     5173     15559     15005
     5174     10117      8970
     5175     11940     11839
     5176      4663      4334
     5177      8028      7763
     5178      7439      6812
     5179     16439     16277
     5180      3096      3096
     5181     16753     15861
     5182     17151     16434
     5183     19273     17918
     5184      2329      2132
     5185      2153      2139
     5186      1559      1560
     5187      1768      1736
     5188      2753      2731
     5189      2215      2189
     5190      2186      2192
     5191      2187      2180
     5192      2255      2155
     5193      2368      2368
     5194      6005      5693
     5195      2547      2439
     5196     15791     15005
     5197      4634      4063
     5198      6476      6274
     5199      7933      7261
     5200      3169      2959
     5201     14759     13967
     5202     11810     10596
     5203      3961      3471
     5205      6859      6349
     5206     13922     13180
     5207      3672      3186
     5208      3116      2815
     5209     23490     22138
     5210      9365      8942
     5211      4197      4104
     5212      5674      5807
     5213      8276      8141
     5214      6215      5968
     5215      3786      3470
     5216      3731      3444
     5217      6423      6272
     5218      9751     10211
     5219      7874      7477
     5220      3004      2894
     5221      1521      1496
     5222      7425      7310
     5223      2549      2315
     5224      8191      7928
     5225     27442     27278
     5226      3007      2834
     5227      1312      1219
     5228     15625     15077
     5229      9621      8720
     5230      3710      3551
     5231      9450      9082
     5232      1050      1050
     5233      7399      7166
     5234      3361      2862
     5235     13177     12812
     5236     26913     25794
     5237      3359      3286
     5238      5461      5072
     5239     19297     19777
     5240      2573      2598
     5241     16016     15066
     5242     15066     14241
     5243     14537     14028
     5244     18900     17843
     5245      6787      6886
     5246     15192     14817
     5247     24601     24430
     5248     15024     14177
     5249     17451     16536
     5250     22800     21901
     5251     11659     11016
     5252      8577      7764
     5253     13578     13251
     5254     10888      8912
     5255      8588      9174
     5256     14682     14018
     5257     21171     18930
     5258      2931      2661
     5259      7192      6875
     5261     14939     13373
     5262     10658      9752
     5263     10996     10338
     5264      1691      1653
     5265      2653      2529
     5266      5945      5665
     5267      1859      1731
     5269      8473      8473
     5270     16013     15096
     5271      7419      7291
     5272     22492     21418
     5273      4717      4424
     5274      4358      4151
     5276     19736     18792
     5277      7561      7050
     5278      5358      5216
     5279      3325      3158
     5280     15687     15284
     5281      6141      5900
     5282      8663      6058
     5283      3799      3588
     5284     18136     17987
     5285     21505     20625
     5286      2073      1918
     5287     15046     14265
     5288     12940     12264
     5289      8079      7196
     5290      2876      2657
     5291      6527      6312
     5292      2542      2233
     5293     10083      9908
     5294     18877     18871
     5295      9037      8642
     5296     15882     14575
     5297     20889     18915
     5298      3307      3224
     5299     17878     17311
     5300     22848     21669
     5301     17045     16889
     5302     10192      9837
     5303      8952      8491
     5304     19719     17772
     5305      8293      7671
     5306     11495     10874
     5307     12367     11695
     5308      2018      1995
     5309      2932      2816
     5310     16146     14544
     5311      6856      6698
     5312     12647     11705
     5313      9709      9709
     5314      1776      1776
     5315     11501     11201
     5316      1934      1787
     5317      1931      1856
     5318     12515     12362
     5319     12676     12867
     5320     18890     18667
     5321     23021     20445
     5322      8723      8493
     5323     17750     17421
     5324     16505     15465
     5325      7844      7681
     5326      3455      3316
     5327      9397      8576
     5328      6513      6312
     5329     12335     11878
     5330     15950     14929
     5331     11861     10433
     5332      2543      2286
     5333     15604     14263
     5334     24486     22292
     5335      9044      7640
     5336      9215      7746
     5337      8261      7877
     5338      9350      9083
     5339      3377      2947
     5340      6816      6562
     5341     20550     19508
     5342      2563      2526
     5343      5301      5364
     5344      4638      4540
     5345     18087     17138
     5346      3039      2656
     5347      7917      7150
     5348      3217      2767
     5349      4439      3776
     5350      7261      6740
     5351     24279     24072
     5352     14999     14977
     5353      4350      3983
     5354      2863      2741
     5355      2845      2714
     5356      1405      1405
     5357      2301      2262
     5358      2554      2308
     5359      2432      2316
     5360     10843     10533
     5361     10036      9511
     5362      2642      2469
     5363     22015     20534
     5364      3063      2872
     5365     11927     11545
     5366     10323     10004
     5367      2286      2196
     5368      2236      2188
     5369      2330      2234
     5370     13488     12848
     5371      9746      9534
     5372     16862     15854
     5373     14959     13541
     5374      1514      1433
     5375      1629      1557
     5376      1519      1360
     5377     23617     22691
     5378      1631      1631
     5379      2727      2654
     5380      2785      2651
     5381     15292     12655
     5382      4475      4131
     5383     29631     29073
     5384     23304     22461
     5385      1389      1218
     5386      1602      1439
     5387     10981     10440
     5389      1187      1187
     5390     10828     10200
     5391      2386      2284
     5392      2395      2262
     5393      2396      2254
     5394      1859      1617
     5395      5818      5682
     5396     22538     21168
     5397      9487      9220
     5398      3724      3399
     5399     20701     18455
     5400     12147     11556
     5401      8727      8405
     5402     10549     10373
     5403      4300      4394
     5404     27532     27136
     5405     10950     10820
     5406      4609      4261
     5407     19062     18684
     5408      2499      2299
     5409      2414      2296
     5410      2426      2306
     5411     16223     16159
     5412     17183     16400
     5413     13574     13164
     5414      2772      2681
     5415      3999      3766
     5416      1254      1254
     5417     18598     17208
     5418     17773     17266
     5419     11334     10978
     5420     21107     18832
     5421      7893      7799
     5422      5503      4906
     5423      7438      7155
     5424     18285     17636
     5425      2757      2702
     5426     19114     18175
     5427      1773      1713
     5428     10320      9872
     5429      5682      5591
     5430     12959     12276
     5431      2353      2376
     5432      2212      2273
     5433      2141      2244
     5434      7004      6624
     5435      7927      7324
     5436      5932      5883
     5437     12501     12433
     5438      6424      6263
     5439     18806     19759
     5440      6104      6434
     5441     18701     17861
     5442      9675      8830
     5443     21608     20609
     5444      2891      2793
     5445      2771      2757
     5446      2895      2795
     5447      2854      2785
     5448      3579      3579
     5449      4842      4760
     5450     15184     14058
     5451      7219      7219
     5452      1204      1105
     5453      1729      1544
     5454     14422     13988
     5455      7077      6723
     5456     11885     10667
     5457      1359      1273
     5458     12147     11569
     5459      1200      1063
     5460      7938      7493
     5461     13475     13877
     5462     12440     11465
     5463      1811      1700
     5464     14237     14342
     5465      4016      3850
     5466      8055      7579
     5467      4884      4595
     5468     12283     11845
     5469      2363      2138
     5470      7983      7660
     5471      3721      3288
     5472     17338     16609
     5473      2849      2759
     5474      2863      2767
     5475      2783      2764
     5476      2689      2753
     5477     15263     14645
     5478      7188      7078
     5479      7915      7189
     5480      2368      2144
     5481      2492      2431
     5482      2416      2419
     5484      7855      7621
     5485      2299      2261
     5486      2274      2269
     5487      3755      3632
     5488      1979      1841
     5489      8629      8491
     5490      5528      5737
     5491      1599      1500
     5492      8769      8356
     5493     18835     17983
     5494     14926     14449
     5495      1499      1403
     5496      5214      5124
     5497     11533     11772
     5498     20194     18191
     5499     21108     20224
     5500     19649     18754
     5501     13651     11770
     5502      9670      9252
     5503     14699     14095
     5504     14970     14401
     5505      2745      2477
     5506     18277     16027
     5507      9899      9629
     5508     25378     24475
     5509      8447      8528
     5510     14587     14770
     5511      4152      4058
     5512      4192      4066
     5513      1446      1311
     5514      9330      8877
     5515      5293      5139
     5516      3439      3455
     5517     22326     21075
     5518      7585      7216
     5519     20849     19822
     5520      9048      8797
     5521     20594     19319
     5522      5861      5184
     5523      2988      2800
     5524     17874     17373
     5525     20214     19107
     5526      7668      6839
     5527      1355      1240
     5528      1316      1252
     5529      1351      1254
     5530      2905      2754
     5531      1614      1614
     5532     14856     14614
     5533     27467     25445
     5534      3241      2970
     5535     29425     26983
     5536      8702      8222
     5537     22495     21415
     5538      3804      3246
     5539     10895      9656
     5540     19913     18890
     5541     26170     24931
     5542      9822      9332
     5543     11174     10868
     5544      6828      6819
     5545     10313      9821
     5546      5096      4548
     5547     12924     11920
     5548      5228      5035
     5549      4721      4527
     5551      8007      7412
     5552      2182      2182
     5553      9905     10281
     5554      1703      1560
     5555      1519      1454
     5556     11307     10866
     5557      7876      8269
     5558      1795      1595
     5559     15882     13510
     5560      9337      9059
     5561      3672      3442
     5562      2933      2776
     5563      4645      4392
     5564     13780     13184
     5565     15770     14559
     5566     10992     10702
     5567      2601      2322
     5568     18914     17940
     5569     18484     17181
     5570     17536     15703
     5571     26831     26771
     5572     15804     15702
     5574     15337     14219
     5575      7381      7015
     5576     12767     11453
     5577      4995      4449
     5578      6944      6855
     5579     26525     25068
     5580      6739      5942
     5581     14092     14216
     5582      2460      2370
     5584      3852      3621
     5585     14267     13466
     5586      2752      2612
     5587      1459      1446
     5588      4824      4669
     5589     12173     12015
     5590      4789      4789
     5591     10730      9750
     5592     20071     19131
     5593      7464      6900
     5594      7109      7109
     5595     24713     23374
     5596     12452     12389
     5597     21495     20406
     5598      1320      1320
     5599      8537      8308
     5600      4118      3837
     5601      5061      5061
     5602     20294     17913
     5603      2877      2740
     5604     15889     16942
     5605      2312      2072
     5606      2333      2092
     5607      9767      9305
     5608      6437      6268
     5609      5421      5448
     5610     17702     15866
     5611      6434      5809
     5612     16200     14953
     5613     17268     16031
     5614      8422      7701
     5615      4725      4435
     5616      7299      6700
     5617      6149      5935
     5618     16984     16359
     5619      5197      5150
     5620     19563     17163
     5621     20336     19709
     5622     14089     13395
     5623     12253     11700
     5624     18392     17441
     5625     15679     14426
     5626     18160     17664
     5627     12289     12129
     5628      2254      2075
     5629      1355      1257
     5630      9328      9156
     5631     17926     16542
     5632      7753      7021
     5633      1633      1633
     5634     17362     18226
     5635     16518     15887
     5636      1425      1357
     5637      1293      1305
     5638     14534     13742
     5639      9088      8427
     5640      7752      7330
     5641      2277      2277
     5642      2081      1746
     5643     12749     12201
     5644      6718      6614
     5645      1294      1252
     5646      1348      1242
     5647      1390      1264
     5648      1359      1247
     5649      1302      1244
     5650      2698      2467
     5651      8663      7821
     5652     20204     19651
     5653     11577     10870
     5654      7462      7214
     5655     22518     21492
     5656      1173      1154
     5657      1168      1151
     5658      1179      1154
     5659      1159      1152
     5660      1168      1151
     5661     17976     16915
     5662      2002      1906
     5663      3321      3223
     5664      8156      7570
     5665      6894      6340
     5666      4553      4218
     5667      3278      2943
     5668      3166      2962
     5669     35044     34341
     5670      5154      5079
     5671      4891      4544
     5672      2678      2385
     5673     12559     12001
     5674      3978      3789
     5675      6202      6049
     5676     20308     19584
     5677     14135     13261
     5678      1153      1058
     5679      8814      8046
     5680      6401      6195
     5681      6998      6850
