     read       raw corrected
       id    length    length
--------- --------- ---------
     2492      1552      1552
     2493      1186      1177
     2494      1224      1194
     2495     22537     23139
     2496      8988      8693
     2497     12176     11552
     2498      4348      4598
     2499      4300      3929
     2500      1201      1092
     2501      1851      1702
     2502      3919      3732
     2503      3625      3441
     2504      6057      5928
     2505     10475     10027
     2506      3025      2975
     2507      3302      3042
     2508      7291      7287
     2509     15712     14592
     2510      8238      8050
     2511      9242      8827
     2512      2801      2727
     2513      4542      4253
     2514      9039      8730
     2515     10236      9729
     2516     19739     19548
     2517     16864     14666
     2518      1994      1994
     2519      4004      3727
     2520     12604     11670
     2521      2815      2594
     2523     12401     11342
     2524     10165      9675
     2525     15352     14698
     2526      3965      3721
     2527      3777      3712
     2528      3741      3721
     2529      8175      8066
     2530      2493      2433
     2531      2503      2430
     2532      2503      2430
     2533      2603      2410
     2534      1395      1420
     2535     20024     17700
     2536      3905      3739
     2537      9892      9453
     2538     24697     23585
     2539     10543     10262
     2540     18757     17895
     2541     14306     15105
     2542     17897     17028
     2543      9894      9575
     2544      1166      1113
     2545      2188      2052
     2546      2626      2563
     2547      2547      2315
     2548      9718      9352
     2549     11583     10510
     2550      2937      2740
     2551     20787     20787
     2552     26153     24875
     2553      8621      7793
     2554     30281     30281
     2555      5457      5031
     2556     19381     18361
     2557      7801      7585
     2558      5693      5034
     2559     13853     13599
     2560      2550      2346
     2561     13823     13259
     2562     10802      9915
     2563     16759     15064
     2564      3655      3558
     2566      2473      2298
     2567     20108     19142
     2568      6202      5895
     2569      5331      4967
     2570     13258     13580
     2571      8031      7558
     2572     19745     20533
     2573     15629     14912
     2574      4648      4697
     2575      8726      8353
     2576      5904      5330
     2577      8384      8207
     2578      2518      2518
     2579      6740      6040
     2580     20004     16742
     2581      1502      1488
     2583      1522      1522
     2585      2732      2732
     2586      3238      2885
     2587      5193      4986
     2588      7738      7474
     2589      3093      2831
     2590      8113      7712
     2591      1301      1301
     2592      5836      5566
     2593     11516      9998
     2594     14879     14079
     2595      1538      1369
     2596      1436      1351
     2597      1433      1363
     2598      1443      1358
     2599      1526      1370
     2600     13361     13090
     2601     15520     14876
     2602      3238      3065
     2603      5919      5618
     2604     10615     10221
     2605      4033      3553
     2606     13013     12421
     2607     14219     14059
     2608      3088      2855
     2609     10717      9550
     2610      9697      8798
     2611     19148     17251
     2612     31984     31984
     2613     10246      9808
     2614      2912      2784
     2615     16544     15589
     2616      4419      4186
     2617     22745     21637
     2618      8806      9307
     2619      3782      3255
     2620      2214      2296
     2621      2562      2281
     2622      3165      3102
     2623      2132      1931
     2624     21025     20031
     2625      6398      6082
     2626      6254      5773
     2627     34643     33739
     2628      1697      1640
     2629      8707      8742
     2630      4098      3821
     2631      1218      1258
     2632      1219      1256
     2633      1299      1257
     2634      1225      1262
     2635      1195      1253
     2636      8324      7777
     2637     10899     10281
     2638      5527      4860
     2639     10465      9950
     2640     14898     14520
     2641     14289     13736
     2642      7574      7104
     2643      8343      7196
     2644     11358     10682
     2645      7449      7518
     2646      7474      7151
     2647      2198      1956
     2648     12623     12387
     2649      9244      8373
     2650     17945     17617
     2651     38054     36662
     2652      7802      7615
     2653      4347      4079
     2654     18313     19076
     2655      8906      8623
     2656     13234     13234
     2657     13813     13969
     2658     19009     18407
     2659      7667      7391
     2660      8910      8247
     2661      5614      5207
     2662      2445      2316
     2663      2466      2316
     2664      2092      1963
     2665      8665      8123
     2666     11975     11693
     2667      3226      3061
     2668     18325     16074
     2669      5746      5457
     2670      8052      8052
     2671      4316      4325
     2672     11620     10055
     2673      5546      5208
     2674     11585     10889
     2675      2113      2057
     2676      2043      2019
     2677      2164      2053
     2678     17519     16739
     2679      5010      4696
     2680     16726     16324
     2681      2278      1945
     2682      3640      3130
     2683     18237     17606
     2684      6460      6172
     2685      3251      3211
     2686     11820     11583
     2687     19941     19221
     2688     21883     21163
     2689      2425      2116
     2690     19252     17721
     2691     15558     16180
     2692      6607      6384
     2693      9102      8898
     2694      3048      2816
     2695     19089     17635
     2696      9853      9786
     2697     19700     19082
     2698      5318      5268
     2699     19685     19685
     2700     16724     15934
     2701      2051      1794
     2702     16014     17153
     2703      4659      4161
     2704      4931      4578
     2705     16367     17284
     2706      2207      2056
     2707      3190      3194
     2708     36349     36349
     2709      9790      9290
     2710      9612     10168
     2711     16844     16684
     2712     12649     11726
     2713     22871     20883
     2714     16533     16284
     2716     13417     13422
     2717      9463      8981
     2718      4513      4313
     2719     11981     11580
     2720     13643     13447
     2721      2800      2634
     2722      1576      1524
     2723     13207     12611
     2724     22863     22088
     2725      5896      5589
     2726     16941     15838
     2727      9023      7969
     2728      1899      1795
     2729     19605     20245
     2730      9050      8633
     2731      4623      4253
     2732      3280      3154
     2733     11978     11266
     2734      7216      6623
     2735      7176      7104
     2736      3927      3742
     2737      3764      3747
     2738      9685      9685
     2739     11813     11516
     2740      5821      5242
     2741      1626      1513
     2742      1851      1785
     2743      1851      1774
     2744      1849      1782
     2745      3561      3167
     2746      8251      8198
     2747     13517     12896
     2748     23836     22621
     2749      2818      2733
     2750     12130     11773
     2751     10852     11122
     2752     11055     10314
     2753      6495      6122
     2754     14513     13714
     2755      5557      5557
     2756      1706      1706
     2757      1462      1462
     2758     18455     17249
     2759     10373     10034
     2760      5652      5429
     2761      5535      5389
     2762     10546      9988
     2763      4021      3938
     2764      4090      3920
     2765      4794      4593
     2766      7738      7396
     2767     26439     24654
     2768      3299      3164
     2769      2757      2615
     2770     16382     16260
     2771     12549     12099
     2772      5052      4671
     2773      9855      9855
     2774     10701      9501
     2775      1826      1708
     2776     17922     19131
     2777     33175     31293
     2778     18696     19687
     2779      2636      2733
     2780     22326     21211
     2781     12118     11802
     2782      8829      8947
     2783     13072     11988
     2784     10075      9527
     2785      4596      4544
     2786     16235     15973
     2787      8094      7930
     2788     29901     28760
     2789     16431     15445
     2790      2642      2263
     2791     33497     32674
     2792      6004      5901
     2793     10737     10263
     2794      3422      3359
     2795      3082      3082
     2796      2212      1993
     2797     10541      9818
     2798      2146      1962
     2799     14359     13340
     2800     16656     14904
     2801      7890      7439
     2803     18177     17544
     2804      6791      6791
     2805     16610     16589
     2806      8706      8817
     2808      4244      3575
     2809      1359      1328
     2810      1497      1462
     2811      1478      1457
     2812      1514      1459
     2813      1563      1446
     2814     11991     12561
     2815      3938      3757
     2816     13131     12572
     2817     14432     13734
     2818      8831      7992
     2819     12373     11812
     2820     14043     13062
     2821      9891      9571
     2822      4327      3649
     2823     13214     12415
     2824     17725     17094
     2825      8331      7835
     2826      4737      4433
     2827      8262      7800
     2828      2568      2217
     2829      6569      6118
     2830     14581     14126
     2831     29632     28343
     2832     15074     13037
     2833     24269     23043
     2834      8222      8145
     2835     12193     12305
     2836      2939      2802
     2837     15068     14013
     2838      7174      6537
     2839     14708     15521
     2840      2023      2034
     2841     16029     15727
     2842      6668      6822
     2843     18440     17609
     2844      9121      8850
     2845     11373     11127
     2846      4408      3677
     2847      1193      1102
     2848     18805     18237
     2849     12843     12451
     2850     36296     33079
     2851      1004       916
     2852      8522      8148
     2853      3737      3558
     2854     16254     14811
     2855      3688      3400
     2856      7772      7245
     2857     26194     24738
     2858     27451     28289
     2859      1093       990
     2860     13814     13124
     2861     11067     10436
     2862      6253      5714
     2863     10270     10270
     2864     11456     10079
     2865     23681     24221
     2866     17421     16659
     2867      9346      8416
     2868      8299      7852
     2869     10072     10497
     2870      1773      1773
     2871      2612      2466
     2872      1653      1649
     2873      5017      4934
     2874      5008      4925
     2875      3992      4024
     2876      3477      3222
     2877      3952      3798
     2878      8727      7671
     2879      1930      1843
     2880      1954      1851
     2881      1941      1840
     2882      3509      3459
     2883      6960      6611
     2884      7005      5991
     2885     16086     15217
     2886     20158     19623
     2887      3435      3154
     2888     26404     27383
     2889     18042     17383
     2890     17396     16644
     2891      5194      5080
     2892     23050     20883
     2893     30623     29627
     2894     30484     28863
     2895     22515     22328
     2896      2263      2382
     2897      9643      9275
     2898     18670     17800
     2899      3220      3036
     2900     19624     19657
     2901      3319      3003
     2902     14655     13409
     2903     13670     12833
     2904     15821     14608
     2905     17057     15990
     2906     12375     11903
     2907      3976      3831
     2908      1980      1724
     2909     11296     11019
     2910      6019      6019
     2911     16400     16338
     2912      2670      2626
     2913      5734      5455
     2914     14263     13314
     2915      3289      3077
     2916      9055      7716
     2917      1360      1214
     2918     18382     17473
     2919     12536     11754
     2920      3371      2979
     2921     11209     10485
     2922     17358     16870
     2923      8337      7475
     2924      7608      7123
     2925      2347      2347
     2926      3360      3318
     2927      9187      8973
     2928     36317     36317
     2929     11967     10159
     2930      8814      7851
     2931     23576     22223
     2932     14916     14606
     2933     11383     10988
     2934     11591     10998
     2935     15448     15369
     2936     14397     12470
     2937      6657      6324
     2938      7325      7153
     2939      3201      3084
     2940      2332      2058
     2941     20353     19457
     2942      6104      5811
     2943     14621     14063
     2944      9278      8878
     2945     20838     19237
     2946      7142      6765
     2947     17471     16610
     2948     22010     21689
     2949     11101     11645
     2950      2629      2350
     2951      4083      4165
     2952      7904      7534
     2953      2584      2376
     2954      2512      2204
     2955      5280      4632
     2956     20488     19603
     2957     13441     13205
     2958     11387     10802
     2959      8670      7877
     2960     19219     18726
     2961      2082      1873
     2962      2911      2685
     2963      8768      7958
     2964      7835      7327
     2965      7975      7751
     2966      5802      5855
     2968      3620      3699
     2969      2077      2001
     2970      3517      3358
     2971      7570      7570
     2972     10070      9484
     2973     21085     19766
     2974      3611      3611
     2975      3570      3309
     2976      1921      1661
     2977     21096     20186
     2978     25021     23256
     2979      6371      6208
     2980      6694      6341
     2981      8185      7703
     2982      2142      2063
     2983      2231      2078
     2984      2012      2012
     2985     22952     22796
     2986     20283     20196
     2987     20706     21592
     2988      3730      3657
     2989      4632      4133
     2990      2069      2036
     2991     20417     18793
     2992     10074      9583
     2993      8018      7876
     2994     11061     10871
     2995     10547      9541
     2996     10894     10430
     2997     10222     10601
     2998      2298      2161
     2999     18715     19052
     3000      5749      5316
     3001     21244     20175
     3002     14523     13752
     3003     22537     21565
     3004     34467     34146
     3005     12656     12991
     3006      5935      5760
     3007      9933      9220
     3008     12042     11290
     3009     11384     10969
     3010     21462     20207
     3011      5147      4644
     3012      9054      8599
     3013      1543      1462
     3014     15889     15844
     3015     11788     11788
     3016      4090      3915
     3017      9527      8970
     3018     14518     13687
     3019     13463     12106
     3020     16050     15316
     3021      7617      6916
     3022      9680      9506
     3023     14482     14650
     3024      9354      9817
     3025      8477      8096
     3026     16265     16264
     3027      4673      4404
     3028      1698      1698
     3029     14846     14140
     3030     19076     18165
     3031      7319      6349
     3032      5617      4706
     3033      2219      2120
     3034     14258     13609
     3035     22343     21293
     3036      2327      2201
     3037     20686     20072
     3038      7425      7961
     3039     10699     11699
     3040     22294     21249
     3041     14107     13998
     3042      2968      2844
     3043     14408     14270
     3044     23864     23452
     3045      8201      7627
     3046      3228      3112
     3047      3324      3111
     3048     15117     14897
     3049     18186     17801
     3050      3804      3579
     3051      8055      6927
     3052     11296     10839
     3053     17884     16122
     3054     12153     11202
     3055     12763     11919
     3056      7567      6801
     3057      8087      8064
     3058     11883     11497
     3059      1442      1442
     3060     18592     18524
     3061      6493      6216
     3062     19332     18146
     3063      6752      6350
     3064      3483      3032
     3065      8353      8421
     3066      3675      3669
     3068      2985      2957
     3069      1399      1330
     3070      8097      6944
     3071      2136      2019
     3072     15404     14748
     3073     15507     13442
     3074      6592      6444
     3075     20557     19958
     3076      4897      4525
     3077      2445      2427
     3078      4284      4122
     3079      3387      3247
     3080     21704     20295
     3081      7172      7172
     3082     20601     17767
     3083     19183     18401
     3084      2852      2641
     3085      1522      1522
     3086      3732      3215
     3087     17807     17558
     3088      6092      5357
     3089     12436     11909
     3090      4293      4180
     3091      2073      2073
     3092      8267      8119
     3093     18703     18658
     3094      4942      4701
     3095      2820      2498
     3096     21340     20329
     3097     26063     22536
     3098      4660      4375
     3099     14378     13517
     3100      3040      2918
     3101      6647      6356
     3102     25262     23117
     3103      8199      7837
     3104      2019      1925
     3105      6243      6007
     3106      4052      3472
     3107     10242      9427
     3108      1058      1051
     3109     20998     19071
     3110     23073     22004
     3111      6243      6035
     3112     19991     17802
     3113     11561     11020
     3114     17270     16760
     3115      7131      6440
     3116     11760     10390
     3117     19299     18195
     3118      5474      4905
     3119      3571      3461
     3120      4549      4383
     3121      6641      5828
     3122     19989     19062
     3123      1188      1137
     3124     12877     11691
     3125     13673     13673
     3126     13347     12681
     3127     15473     14129
     3128     13085     11574
     3129     21635     20548
     3130      2642      2543
     3131     21132     19969
     3132      7621      7503
     3133      4212      4013
     3134     24370     23392
     3135     20650     19777
     3136     17428     17428
     3137     28922     27003
     3138     12504     11674
     3139      5418      5110
     3140     13788     12139
     3141     22036     19963
     3142     11692     10994
     3143      6050      5552
     3144     17843     17004
     3145     23762     22324
     3146     19816     18455
     3147      3045      2936
     3148      3138      3055
     3149      3379      2955
     3150     14634     14233
     3151     10877     10072
     3152     11221     10506
     3153     17417     16152
     3154     11227      9570
     3155     16789     16339
     3156      6248      5474
     3157      2243      1914
     3158     14545     12937
     3159      3185      2887
     3160      3093      2883
     3161      2421      2303
     3162     21209     20115
     3163      7085      6587
     3164     11828     11936
     3165      4732      4457
     3166     10127      9196
     3167      3342      2809
     3168      4113      4113
     3169      9787      9488
     3170      7727      7504
     3171      6279      6435
     3172      4811      5104
     3173      8795      7604
     3174      4300      4171
     3175     13941     12574
     3177      1205      1205
     3178     14777     15222
     3179      9669      9372
     3180     13477     12401
     3181     22394     22462
     3182     16463     16663
     3183     16121     14817
     3184      2973      2843
     3185      2997      2930
     3186     16930     15818
     3187     14757     13907
     3188      3467      3208
     3189      1923      1669
     3190     11377     10991
     3191     16889     16520
     3192      9361      8988
     3193      7611      7098
     3194     18856     18753
     3195      6824      6047
     3196     10908      9347
     3197     13297     12496
     3198     10183      9819
     3199      7443      7026
     3200      9521      9435
     3201      4469      4104
     3202      6227      5770
     3203      9249      8635
     3205     19345     18258
     3206     19118     18638
     3207      8957      8478
     3208      7381      6641
     3209      9904      9706
     3210      9245      9169
     3211      8260      7611
     3212      8855      9254
     3213      2477      2215
     3214      1449      1412
     3215      1429      1410
     3216      1414      1409
     3217      1486      1413
     3218      1431      1409
     3219      1398      1407
     3220     14188     13586
     3221     12136     11983
     3222      4849      4802
     3223     16861     15890
     3224      2679      2523
     3225     26026     24968
     3226     14352     14631
     3227      5800      5443
     3228      7286      6844
     3229     23969     20463
     3230      8108      6932
     3231     13388     13026
     3232      5155      4501
     3233     12441     11356
     3234      1647      1390
     3235      2213      2213
     3236     13153     12330
     3237     11148     11294
     3238     13906     12716
     3239      3221      2738
     3240      3010      2849
     3241     16265     15045
     3242     14324     13303
     3243      5296      5391
     3244      4831      4503
     3245     20726     19357
     3246      6924      6389
     3247      6335      6335
     3248     20210     18938
     3249      1960      1936
     3250      2862      2628
     3251     21009     19909
     3252      7705      7752
     3253      9238      8837
     3254      9823      9111
     3255     18116     16457
     3256     11784     11427
     3257     10083      9451
     3258     13867     13482
     3259     12810     12183
     3260     10782     10501
     3261      5295      5155
     3262      2034      1995
     3263      2085      1990
     3264      2030      1987
     3265      3108      2773
     3266      7259      6852
     3267      6740      6325
     3268      3017      2614
     3269      2664      2664
     3270     16874     16112
     3271     13526     12049
     3272      3161      2872
     3273      5831      5935
     3274      7720      7720
     3275      1837      1727
     3276     10470      9988
     3277      4058      4058
     3278     16340     15475
     3279      1451      1409
     3280      6040      5711
     3281     23208     22850
     3282      2816      2642
     3283      4695      4415
     3284      1444      1444
     3285      2695      2474
     3286      2550      2468
     3287      2523      2453
     3288      2590      2477
     3289      2542      2457
     3290      3739      3343
     3291      2916      2821
     3292      1602      1539
     3293     19584     18752
     3294      3205      2968
     3295     22765     21962
     3296     13374     11492
     3297      3662      3579
     3298      4666      4490
     3299      8618      8320
     3300      6743      6489
     3301      7136      6921
     3302     20744     19519
     3303      3668      3521
     3304      2305      2161
     3305      8735      8433
     3306     13253     12016
     3307      5871      5540
     3309     10688     10155
     3310     17931     17726
     3311      3241      2972
     3312      3628      3242
     3313      3468      3240
     3314      3451      3235
     3315      3535      3255
     3316     10595      9555
     3317     10130      9499
     3318     16031     15719
     3319      8210      8084
     3320      5712      5160
     3321      5941      5849
     3322     14733     13016
     3323     20707     19833
     3324     12574     11718
     3325      3342      3239
     3326     17361     17361
     3327      8127      7404
     3328      4050      3776
     3329     14256     14256
     3330      4947      4458
     3331      5643      5355
     3332      2861      2570
     3333     11212     10659
     3334     15317     14389
     3335      9326      9864
     3336     23516     22651
     3337      3803      3473
     3338      3749      3601
     3339     18203     17121
     3340      1089      1045
     3341      2290      2065
     3342     16690     15308
     3343     23816     22692
     3344      7524      7112
     3345     13398     12658
     3346      1680      1453
     3347      5531      5772
     3348      9289      9382
     3349      6946      6428
     3350      3873      3361
     3351      6594      6141
     3353      2056      1883
     3354      4760      4768
     3355      1295      1295
     3356      2190      1920
     3357     17523     16644
     3358     16010     15079
     3359      2700      2383
     3360     12505     12571
     3361     13450     13450
     3362     21767     21075
     3363     10446     10044
     3364      8813      8379
     3365     20461     18987
     3366      5130      5132
     3367      8245      7810
     3368     10459      9389
     3369     20500     19523
     3370      8871      7861
     3371      3010      2968
     3372      5322      5064
     3373     21774     20388
     3374     10349     10184
     3375     10963     10748
     3376     11714     11714
     3377     19257     18945
     3378      9710      8931
     3379     12457     12536
     3380      8642      7625
     3381     13175     12463
     3382      5087      4774
     3383     28553     26647
     3384      1063      1063
     3385     13191     12505
     3386      9972      9316
     3387     18334     17809
     3388     15521     15173
     3389      5133      4737
     3390      7664      7226
     3391      1132      1132
     3392     17265     16503
     3393      6860      6992
     3394     16305     15044
     3395      6755      6395
     3396     13222     11865
     3397     13371     13178
     3398     15244     14629
     3399     10891     10594
     3400      1259      1259
     3402      8041      7791
     3403      3740      3591
     3404     27411     25765
     3405     11156     10297
     3406      6505      5675
     3407      6467      6093
     3408      5104      4901
     3409     10036      9842
     3410      1024       963
     3411      7194      7194
     3412      5378      5122
     3413      4896      4787
     3414      5329      5179
     3415      7235      6816
     3416     16395     15871
     3417     20749     21647
     3418      2437      2316
     3419      2017      1972
     3420      2018      1974
     3421      2043      1995
     3422      5189      5189
     3423      9771      9771
     3424      3535      3503
     3425     10745     10258
     3426      1140      1116
     3427      9934      9575
     3428     10759     10011
     3429     28158     27512
     3430      6877      6459
     3431      1399      1326
     3432      7366      6846
     3433      1185      1162
     3434      8479      8085
     3435      6108      6002
     3436      2246      2148
     3437      7483      7348
     3438     12253     11557
     3439     16457     15820
     3440     10984      9728
     3441      7760      7037
     3442     20233     19419
     3443     19628     19241
     3444      8501      8826
     3445     22828     21418
     3446      1663      1409
     3447     15795     15064
     3448      3467      3331
     3449     16046     16521
     3450      8957      8927
     3451     17645     16889
     3452      8017      7289
     3453      7131      6877
     3454     14715     14541
     3455      2967      2604
     3456      6153      5638
     3457     16541     15588
     3458      7582      6632
     3459     20212     21225
     3460      1742      1641
     3462      9683      9162
     3463     11690     12487
     3464      5866      5418
     3465     15297     15297
     3466     25201     24953
     3467      6812      6229
     3468     15017     13416
     3469      2849      2712
     3470      9434      9152
     3471     11502     11388
     3472      4397      4187
     3473      3727      3366
     3475      3816      3532
     3476      4556      4303
     3477     18192     16370
     3478     12852     12650
     3479      4014      3727
     3480      3903      3720
     3481      3822      3716
     3482     13557     13069
     3483     11250     10388
     3484      4663      4115
     3485     11387     10947
     3486      5079      4801
     3487      3120      2794
     3488     18648     18648
     3489      5596      5528
     3490      6963      6357
     3491     15735     14586
     3492      1503      1411
     3493      7644      7109
     3494     15965     15965
     3495     12808     11835
     3496      2293      2157
     3497     10169      9995
     3498     21565     21667
     3499      1949      1949
     3500      2094      2094
     3501      2225      2225
     3502      2212      2175
     3503     13660     13752
     3504     19565     18429
     3505      6831      6831
     3506     20425     19489
     3507     12169     12045
     3508     13339     11615
     3509      1932      1868
     3510      2419      2264
     3511      2421      2274
     3512     13839     13195
     3513     11430     10829
     3514      7945      7640
     3515      7283      7495
     3516      4557      4544
     3517      3162      3076
     3518      2438      2438
     3519      1069       955
     3520      3942      3415
     3521     12014     11219
     3522      2814      2751
     3523     13585     12997
     3524     19679     19033
     3525     13249     12744
     3526      6691      6178
     3527      5354      5170
     3528     19162     18050
     3529      4908      4908
     3530      2054      1987
     3531      3897      3431
     3532      9008      8023
     3533     11612     10880
     3534      3337      3337
     3535     11007     10487
     3536      7526      6675
     3537      6933      6846
     3538      5481      5430
     3539      1188      1125
     3540     18159     17680
     3541      1843      1838
     3542      5881      5323
     3544      8954      9496
     3545     17397     16944
     3546      6677      6700
     3547     12828     12825
     3548     18634     17930
     3549     11945     11546
     3550     19221     17522
     3551     13165     13109
     3552      3009      2726
     3553      9290      9455
     3554      4989      4411
     3555     11545     11015
     3556      1722      1519
     3557      1086      1044
     3558      5616      5257
     3559      1950      1821
     3560      1667      1667
     3561     10791     10250
     3562      7257      6396
     3563     12806     11776
     3564      3404      2826
     3565     17859     16649
     3566      3746      3377
     3567     21217     20482
     3568      5780      5439
     3569     17584     16392
     3570     15126     14848
     3571     22380     21491
     3572     12782     12286
     3573      4169      3834
     3574      5111      4694
     3575      3802      3696
     3576      1951      1813
     3577      3138      2878
     3578      3044      2713
     3579      3315      3165
     3580      4625      4492
     3581     21832     21220
     3582      4875      4459
     3583     20459     19808
     3584      6765      6676
     3585      4640      4071
     3586     21467     20883
     3587      9254      8809
     3588      6684      6378
     3589     20837     19854
     3590     13451     12693
     3591      6994      6767
     3592     11165     10323
     3593      8334      8466
     3594      3057      3156
     3595      9377      9377
     3596      7454      6726
     3597     15438     14427
     3598     13827     13330
     3599      4290      4295
     3600      1141      1127
     3601     28563     27393
     3602     14984     14648
     3603      5998      5626
     3604      7209      6666
     3605      3859      3474
     3606      5675      5080
     3607      5944      5594
     3608      8333      7634
     3609      7684      7684
     3610      3229      3160
     3611      9740      9000
     3612      1780      1842
     3613      8674      8448
     3614      9054      8831
     3615     18868     16762
     3616      3980      3788
     3617      3326      3251
     3618     12297     11663
     3619     25051     23926
     3620      5312      4617
     3621     12826     11926
     3622     15929     15225
     3623      7341      6938
     3624     21184     20141
     3625      1761      1545
     3626      2117      2025
     3627     20079     19164
     3628      8436      7764
     3629     19168     18308
     3630     12758     11555
     3631     16262     16075
     3632     11238     10686
     3633      1771      1666
     3634      5082      4794
     3635     10597     10060
     3636      2241      1970
     3637      7967      7629
     3638      2725      2715
     3639      2753      2731
     3640      2617      2719
     3641     20079     19458
     3642      2339      2091
     3643      9191      8652
     3644      3018      2771
     3645      2912      2665
     3646      2726      2650
     3647      2728      2646
     3648     13270     11913
     3649      3217      2954
     3651      8166      7403
     3652     12681     11814
     3653      8080      7731
     3654     10889     10051
     3655      8837      8502
     3656     14925     14308
     3657     23970     22238
     3658     15003     13606
     3659      7285      7184
     3660     19783     19781
     3661      1840      1660
     3662      1710      1659
     3663      1668      1631
     3665     16931     15910
     3666      3773      3489
     3667      9069      8566
     3668      1465      1465
     3669      1588      1423
     3670     17977     17803
     3671      1608      1611
     3672     11380     10911
     3673     11469     10849
     3674      1195      1165
     3675     11274     10544
     3676      6361      5967
     3677     15622     14172
     3678      7831      7540
     3679     26756     27300
     3680      7686      7466
     3681      3036      2846
     3682     10840     10155
     3683      3479      3327
     3684     19851     19333
     3685      9864      9501
     3686      8821      8417
     3687     11835     11163
     3688     10557     10441
     3689      8283      8051
     3690     20117     18654
     3691      4795      4067
     3692      2889      2771
     3693      2892      2772
     3694      2870      2788
     3695     12289     11528
     3696      8727      8327
     3697      8309      8042
     3698     14082     13665
     3699      8037      7401
     3700     28468     27829
     3701     15540     14509
     3702      4662      4445
     3703      1163      1018
     3704     19832     19403
     3705      2076      2076
     3706      8595      8595
     3707      2210      2210
     3708     10700      9893
     3709      3529      3071
     3710     12993     12003
     3711      6864      6455
     3712      2987      2916
     3713      5348      5318
     3714      9596      9328
     3715     17596     16894
     3716     15323     14341
     3717      2149      2028
     3718      1131      1080
     3719     22302     22408
     3720     11508     10850
     3721     10266      9930
     3722     13545     12617
     3723     15891     15445
     3724      5357      5080
     3725      7661      6684
     3726      2254      2254
     3727      3125      2855
     3728      7499      7437
     3729     21145     20209
     3730      5260      5038
     3731     26727     26693
     3732      4710      4316
     3733      5722      5524
     3734      2213      2068
     3735      3234      3200
     3736     10186      9651
     3737      8038      7667
     3738     12292     12189
     3739     11810     11215
     3740      1014       983
     3742      5587      5419
     3743      7077      6851
     3744      6356      6009
     3745     13068     12496
     3746      1919      1900
     3747      1929      1898
     3748      5679      5316
     3749     12083     11196
     3750     16849     16239
     3751     25390     23870
     3752      4974      4476
     3753     18240     17585
     3754      2502      2403
     3755     15396     14041
     3756     10602     10316
     3757     16480     15326
     3758     10542     10643
     3759      9943      9813
     3760      9591      9471
     3761      1826      1748
     3762      7146      7270
     3763     16795     16126
     3764     13009     12761
     3765     10311     10073
     3766     22502     21761
     3767     13066     11706
     3768     11505     10864
     3769      7550      7218
     3770     12926     12164
     3771     14863     12562
     3772     25022     24208
     3773      6567      6458
     3774     16525     16525
     3775      1282      1189
     3776     19537     18465
     3777      3929      3929
     3778     11056     10399
     3779     19408     19132
     3780     22167     21271
     3781     14822     14970
     3782      1765      1765
     3783      4219      3805
     3784      2781      2451
     3785      4890      4698
     3786     16202     15192
     3787      4425      4171
     3788      6014      6014
     3789     13302     12519
     3790      1237      1182
     3791      9206      8926
     3792      3416      3416
     3793      7745      7349
     3794     13684     14035
     3795     12067     11568
     3796      5394      4632
     3797      6152      6152
     3798     11997     11612
     3799      1623      1562
     3800      3373      3163
     3801     16488     15803
     3802      3124      2930
     3803     19636     18952
     3804     16505     16156
     3805     20536     19211
     3806      6677      6259
     3807      2497      2450
     3808      2515      2444
     3809      2254      2178
     3810     16274     15325
     3811     10718     10023
     3812      3036      2934
     3814      3251      2951
     3815     15717     15402
     3816      3814      3814
     3817      1309      1287
     3818      7410      6912
     3819      1437      1300
     3820     16644     16329
     3821      1961      1961
     3822      3293      3030
     3823      3332      3210
     3824      1081      1040
     3825      8645      8091
     3826      2021      1978
     3827     25289     22281
     3828     19297     19297
     3829      1575      1496
     3830      9173      8463
     3831     19610     17326
     3832      2749      2749
     3833      3213      2986
     3834     15108     15047
     3835     11621     11246
     3836      9895      9660
     3837     14516     13906
     3838      3100      2836
     3839     10480      9967
     3840      8255      8299
     3841      7482      7251
     3842      2554      2416
     3843      2430      2341
     3844      2386      2341
     3845      6968      6476
     3846     21028     19879
     3847      4543      4465
     3848      2883      2823
     3849     16084     15221
     3850     11089     11715
     3851     11444     10152
     3852     11417      9887
     3853      6813      6519
     3854     17089     16362
     3855     19047     16616
     3856      6408      6045
     3857     11732      9542
     3858     22640     21562
     3859      2158      2110
     3861     10702      9641
     3862      1690      1459
     3863      3958      3812
     3864     13731     13121
     3865      3348      3077
     3866     14084     13247
     3868     19302     18399
     3869      3034      2825
     3870      9142      7967
     3871      3916      3718
     3872     25139     25014
     3873      8476      8223
     3874     18058     16370
     3875      2187      2057
     3876      2213      2075
     3877      2179      2055
     3878      4186      3973
     3879     10052      9667
     3880      3581      3120
     3881      9049      7836
     3882      1414      1314
     3883      1331      1306
     3884      1339      1310
     3885      1360      1311
     3886      1730      1708
     3887     10297      9686
     3888      2546      2424
     3889      7983      7639
     3890     17654     17404
     3891      1046      1046
     3892     13302     12492
     3893     11906     12593
     3894      1574      1411
     3895      5529      4910
     3896     11491     11045
     3897      1665      1477
     3898      7074      6351
     3899     11273     10644
     3900      4891      4881
     3901     16203     15184
     3902      4231      4106
     3903      3800      3445
     3904      3932      3907
     3905      1558      1444
     3906      8422      8422
     3907      2915      2835
     3908     12097     11688
     3909      4687      4338
     3910      9354      8860
     3911     20593     19334
